顧客ID,DATE,大分類,中分類,商品コード,数量,単価,小計
140734,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9900847,5,450,2250
140734,2025-10-01,"パン・デザート","タルト",9900220,1,102,102
140754,2025-10-01,"コンビニウェア・日用品","靴下",9902228,1,532,532
140855,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,159,159
140858,2025-10-01,"飲料・お酒","清涼飲料",9900712,1,100,100
140858,2025-10-01,"パン・デザート","惣菜パン",9907296,2,250,500
140876,2025-10-01,"パン・デザート","パフェ",9900607,3,304,912
140876,2025-10-01,"日配品・冷凍食品","カップアイス",9911943,2,82,164
140904,2025-10-01,"パン・デザート","プリン",9906399,2,125,250
140904,2025-10-01,"パン・デザート","プリン",9914596,2,165,330
140904,2025-10-01,"コンビニウェア・日用品","ノート",9903155,2,272,544
140968,2025-10-01,"パン・デザート","パフェ",9900449,1,285,285
140978,2025-10-01,"コンビニウェア・日用品","靴下",9900172,1,398,398
140978,2025-10-01,"コンビニウェア・日用品","靴下",9902549,2,149,298
140988,2025-10-01,"パン・デザート","シュークリーム",9900217,1,698,698
141099,2025-10-01,"飲料・お酒","清涼飲料",9901558,1,148,148
141099,2025-10-01,"飲料・お酒","清涼飲料",9916491,1,160,160
141099,2025-10-01,"飲料・お酒","清涼飲料",9901531,5,330,1650
141166,2025-10-01,"コンビニウェア・日用品","靴下",9900171,2,159,318
141219,2025-10-01,"パン・デザート","ケーキ",9900946,2,105,210
141219,2025-10-01,"コンビニウェア・日用品","靴下",9900208,1,178,178
141219,2025-10-01,"コンビニウェア・日用品","靴下",9900369,5,270,1350
141301,2025-10-01,"お弁当・おむすび","惣菜おにぎり",9937864,2,118,236
141301,2025-10-01,"飲料・お酒","清涼飲料",9900710,1,323,323
141330,2025-10-01,"パン・デザート","パフェ",9900581,2,980,1960
141340,2025-10-01,"コンビニウェア・日用品","靴下",9900172,2,398,796
141427,2025-10-01,"コーヒー","ブレンドコーヒー",9908437,3,680,2040
141449,2025-10-01,"コーヒー","アイスコーヒー",9904978,1,113,113
141449,2025-10-01,"パン・デザート","ホットドッグ",9900968,5,490,2450
141450,2025-10-01,"日配品・冷凍食品","カップアイス",9906832,1,107,107
141500,2025-10-01,"ホットスナック","チキン",9905517,1,173,173
141500,2025-10-01,"日配品・冷凍食品","カップアイス",9900882,5,256,1280
141516,2025-10-01,"パン・デザート","サンドイッチ",9917767,1,90,90
141626,2025-10-01,"日配品・冷凍食品","カップアイス",9916407,1,290,290
141646,2025-10-01,"パン・デザート","シュークリーム",9900217,2,698,1396
141647,2025-10-01,"パン・デザート","シュークリーム",9905423,2,355,710
141669,2025-10-01,"パン・デザート","惣菜パン",9927062,3,563,1689
141670,2025-10-01,"ホットスナック","チキン",9902263,1,138,138
141670,2025-10-01,"パン・デザート","プリン",9908529,4,380,1520
141670,2025-10-01,"パン・デザート","惣菜パン",9900898,3,440,1320
141670,2025-10-01,"コーヒー","アイスコーヒー",9903455,6,580,3480
141670,2025-10-01,"コーヒー","アイスコーヒー",9903454,6,798,4788
141670,2025-10-01,"コンビニウェア・日用品","靴下",9902306,1,172,172
141731,2025-10-01,"飲料・お酒","清涼飲料",9900416,1,456,456
141848,2025-10-01,"パン・デザート","どら焼き",9906723,5,840,4200
141967,2025-10-01,"パン・デザート","惣菜パン",9902512,1,283,283
141967,2025-10-01,"パン・デザート","惣菜パン",9902476,1,304,304
142064,2025-10-01,"飲料・お酒","清涼飲料",9900353,1,400,400
142064,2025-10-01,"パン・デザート","パフェ",9900449,2,285,570
142119,2025-10-01,"飲料・お酒","ワイン",9939982,2,792,1584
142119,2025-10-01,"コンビニウェア・日用品","靴下",9900198,1,368,368
142146,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9904805,1,292,292
142146,2025-10-01,"コンビニウェア・日用品","靴下",9902549,3,149,447
142236,2025-10-01,"パン・デザート","タルト",9903267,5,298,1490
142236,2025-10-01,"日配品・冷凍食品","カップアイス",9929309,2,222,444
142279,2025-10-01,"日配品・冷凍食品","カップアイス",9940135,1,366,366
142334,2025-10-01,"飲料・お酒","フレーバーティー",9912684,5,190,950
142337,2025-10-01,"日配品・冷凍食品","カップアイス",9900229,1,590,590
142340,2025-10-01,"コーヒー","アイスコーヒー",9908256,1,207,207
142340,2025-10-01,"コンビニウェア・日用品","靴下",9900739,1,198,198
142397,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9900013,1,465,465
142397,2025-10-01,"日配品・冷凍食品","カップアイス",9901660,1,117,117
142427,2025-10-01,"コンビニウェア・日用品","靴下",9900011,1,306,306
142434,2025-10-01,"飲料・お酒","清涼飲料",9907206,1,140,140
142434,2025-10-01,"飲料・お酒","清涼飲料",9900199,1,215,215
142434,2025-10-01,"日配品・冷凍食品","カップアイス",9912843,2,133,266
142485,2025-10-01,"日配品・冷凍食品","カップアイス",9902232,1,324,324
142552,2025-10-01,"パン・デザート","惣菜パン",9913930,1,261,261
142552,2025-10-01,"日配品・冷凍食品","カップアイス",9905671,2,103,206
142552,2025-10-01,"コンビニウェア・日用品","ノート",9904761,2,212,424
142562,2025-10-01,"コンビニウェア・日用品","靴下",9905656,3,153,459
142588,2025-10-01,"コーヒー","アイスコーヒー",9900699,2,756,1512
142588,2025-10-01,"日配品・冷凍食品","カップアイス",9900571,1,378,378
142618,2025-10-01,"ホットスナック","焼き鳥",9908687,5,538,2690
142618,2025-10-01,"コーヒー","ブレンドコーヒー",9900408,1,245,245
142618,2025-10-01,"日配品・冷凍食品","冷凍スイーツ",9901931,5,585,2925
142618,2025-10-01,"日配品・冷凍食品","冷凍スイーツ",9901918,5,602,3010
142646,2025-10-01,"飲料・お酒","清涼飲料",9900178,8,400,3200
142646,2025-10-01,"パン・デザート","プリン",9912380,1,400,400
142646,2025-10-01,"パン・デザート","ケーキ",9901942,2,980,1960
142684,2025-10-01,"コンビニウェア・日用品","靴下",9902357,1,369,369
142684,2025-10-01,"日配品・冷凍食品","カップアイス",9900325,1,120,120
142684,2025-10-01,"コーヒー","ブレンドコーヒー",9905180,1,193,193
142769,2025-10-01,"飲料・お酒","清涼飲料",9900353,1,400,400
142769,2025-10-01,"パン・デザート","パフェ",9900607,2,304,608
142786,2025-10-01,"ホットスナック","チキン",9903977,6,638,3828
142924,2025-10-01,"パン・デザート","パフェ",9900607,2,304,608
142924,2025-10-01,"日配品・冷凍食品","カップアイス",9903079,1,328,328
142952,2025-10-01,"飲料・お酒","清涼飲料",9900303,1,387,387
142979,2025-10-01,"コーヒー","ブレンドコーヒー",9900584,1,130,130
142979,2025-10-01,"コーヒー","ブレンドコーヒー",9904614,2,130,260
142979,2025-10-01,"コーヒー","ブレンドコーヒー",9906303,2,130,260
142979,2025-10-01,"コーヒー","ブレンドコーヒー",9903329,1,130,130
142979,2025-10-01,"コーヒー","ブレンドコーヒー",9905846,1,130,130
142990,2025-10-01,"コンビニウェア・日用品","靴下",9902355,1,369,369
142990,2025-10-01,"コンビニウェア・日用品","靴下",9911420,1,410,410
142990,2025-10-01,"コンビニウェア・日用品","靴下",9902357,1,369,369
142990,2025-10-01,"コンビニウェア・日用品","靴下",9902356,1,369,369
142990,2025-10-01,"コンビニウェア・日用品","靴下",9902358,1,369,369
143031,2025-10-01,"飲料・お酒","チューハイ",9913553,2,116,232
143031,2025-10-01,"飲料・お酒","チューハイ",9918986,2,147,294
143031,2025-10-01,"パン・デザート","惣菜パン",9927205,1,101,101
143054,2025-10-01,"コーヒー","ブレンドコーヒー",9901272,1,183,183
143054,2025-10-01,"コーヒー","ブレンドコーヒー",9901274,1,183,183
143054,2025-10-01,"コーヒー","ブレンドコーヒー",9900583,2,190,380
143078,2025-10-01,"パン・デザート","惣菜パン",9901780,1,180,180
143078,2025-10-01,"パン・デザート","惣菜パン",9900078,1,210,210
143155,2025-10-01,"飲料・お酒","清涼飲料",9900295,1,190,190
143163,2025-10-01,"日配品・冷凍食品","冷凍スイーツ",9903440,5,555,2775
143163,2025-10-01,"日配品・冷凍食品","冷凍スイーツ",9903442,5,511,2555
143286,2025-10-01,"パン・デザート","タルト",9905585,1,248,248
143317,2025-10-01,"日配品・冷凍食品","カップアイス",9901660,1,117,117
143348,2025-10-01,"飲料・お酒","チューハイ",9900115,1,273,273
143348,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9924314,3,400,1200
143348,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9912620,5,400,2000
143372,2025-10-01,"パン・デザート","ケーキ",9901010,3,123,369
143402,2025-10-01,"パン・デザート","ケーキ",9909314,1,516,516
143404,2025-10-01,"コーヒー","アイスコーヒー",9900236,1,128,128
143404,2025-10-01,"パン・デザート","シュークリーム",9900217,1,698,698
143404,2025-10-01,"日配品・冷凍食品","カップアイス",9900388,2,160,320
143411,2025-10-01,"パン・デザート","パフェ",9900449,1,285,285
143413,2025-10-01,"コーヒー","アイスコーヒー",9900450,1,94,94
143454,2025-10-01,"飲料・お酒","清涼飲料",9910728,1,292,292
143454,2025-10-01,"コンビニウェア・日用品","靴下",9911138,1,277,277
143465,2025-10-01,"コーヒー","アイスコーヒー",9905447,2,289,578
143488,2025-10-01,"コンビニウェア・日用品","靴下",9900172,2,398,796
143527,2025-10-01,"パン・デザート","パフェ",9902991,1,198,198
143527,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,151,151
143565,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9914027,1,269,269
143590,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9903023,1,560,560
143590,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9902420,1,163,163
143590,2025-10-01,"パン・デザート","ケーキ",9904587,1,380,380
143590,2025-10-01,"パン・デザート","パフェ",9902991,1,198,198
143590,2025-10-01,"日配品・冷凍食品","カップアイス",9908652,1,173,173
143660,2025-10-01,"飲料・お酒","清涼飲料",9927617,1,390,390
143678,2025-10-01,"パン・デザート","シュークリーム",9902309,1,290,290
143681,2025-10-01,"パン・デザート","パフェ",9941976,1,292,292
143724,2025-10-01,"日配品・冷凍食品","カップアイス",9900229,2,590,1180
143738,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9906975,3,341,1023
143738,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9909055,3,455,1365
143738,2025-10-01,"コンビニウェア・日用品","靴下",9904660,1,145,145
143754,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9900307,1,345,345
143754,2025-10-01,"パン・デザート","ケーキ",9901010,2,123,246
143756,2025-10-01,"コンビニウェア・日用品","靴下",9911525,1,200,200
143770,2025-10-01,"飲料・お酒","清涼飲料",9900200,5,700,3500
143806,2025-10-01,"飲料・お酒","清涼飲料",9905848,4,291,1164
143806,2025-10-01,"コンビニウェア・日用品","傘",9901855,4,277,1108
143898,2025-10-01,"パン・デザート","どら焼き",9901797,1,274,274
143921,2025-10-01,"パン・デザート","パフェ",9900607,2,304,608
143949,2025-10-01,"パン・デザート","パフェ",9900607,6,304,1824
143997,2025-10-01,"パン・デザート","ケーキ",9912536,1,298,298
144029,2025-10-01,"飲料・お酒","清涼飲料",9900028,2,560,1120
144029,2025-10-01,"日配品・冷凍食品","カップアイス",9900230,4,288,1152
144059,2025-10-01,"飲料・お酒","清涼飲料",9901613,1,292,292
144059,2025-10-01,"飲料・お酒","清涼飲料",9902599,1,292,292
144075,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9902643,1,330,330
144075,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,159,159
144120,2025-10-01,"パン・デザート","惣菜パン",9900086,2,278,556
144160,2025-10-01,"パン・デザート","どら焼き",9912115,1,130,130
144169,2025-10-01,"パン・デザート","プリン",9901842,3,890,2670
144169,2025-10-01,"コーヒー","ブレンドコーヒー",9901456,1,240,240
144184,2025-10-01,"コンビニウェア・日用品","靴下",9902838,1,292,292
144218,2025-10-01,"パン・デザート","パフェ",9900707,2,297,594
144218,2025-10-01,"コーヒー","アイスコーヒー",9902157,1,112,112
144266,2025-10-01,"飲料・お酒","缶ビール",9908542,2,959,1918
144266,2025-10-01,"日配品・冷凍食品","冷凍スイーツ",9923744,1,123,123
144266,2025-10-01,"日配品・冷凍食品","冷凍スイーツ",9912335,2,132,264
144391,2025-10-01,"飲料・お酒","清涼飲料",9904627,1,316,316
144391,2025-10-01,"コンビニウェア・日用品","靴下",9900851,2,640,1280
144404,2025-10-01,"パン・デザート","惣菜パン",9925254,1,150,150
144404,2025-10-01,"パン・デザート","惣菜パン",9904101,1,105,105
144410,2025-10-01,"パン・デザート","惣菜パン",9905590,1,400,400
144410,2025-10-01,"コンビニウェア・日用品","靴下",9902549,2,149,298
144548,2025-10-01,"飲料・お酒","清涼飲料",9900439,3,100,300
144548,2025-10-01,"飲料・お酒","清涼飲料",9900438,3,100,300
144556,2025-10-01,"飲料・お酒","清涼飲料",9929885,1,887,887
144556,2025-10-01,"飲料・お酒","清涼飲料",9905345,1,887,887
144556,2025-10-01,"飲料・お酒","清涼飲料",9907365,1,808,808
144556,2025-10-01,"飲料・お酒","清涼飲料",9907364,1,887,887
144556,2025-10-01,"飲料・お酒","清涼飲料",9929884,1,887,887
144556,2025-10-01,"コーヒー","アイスコーヒー",9943506,3,333,999
144736,2025-10-01,"パン・デザート","パフェ",9900430,5,304,1520
144736,2025-10-01,"パン・デザート","パフェ",9900607,6,304,1824
144778,2025-10-01,"コーヒー","アイスコーヒー",9903327,5,428,2140
144778,2025-10-01,"コーヒー","アイスコーヒー",9903453,5,348,1740
144815,2025-10-01,"パン・デザート","パフェ",9902991,1,198,198
144818,2025-10-01,"コンビニウェア・日用品","靴下",9902549,3,149,447
144846,2025-10-01,"ホットスナック","チキン",9900638,2,184,368
144879,2025-10-01,"パン・デザート","パフェ",9902991,1,198,198
144914,2025-10-01,"コンビニウェア・日用品","靴下",9901525,1,176,176
144997,2025-10-01,"パン・デザート","パフェ",9900449,1,285,285
145000,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9925810,1,121,121
145000,2025-10-01,"日配品・冷凍食品","カップアイス",9907377,1,430,430
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9900262,1,182,182
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9909769,1,137,137
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9908571,1,163,163
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9907763,1,201,201
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9901721,2,156,312
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9915277,1,305,305
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9903964,2,63,126
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9903965,1,140,140
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9900058,2,91,182
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9903961,2,111,222
145005,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9900074,2,137,274
145106,2025-10-01,"飲料・お酒","缶ビール",9903391,1,379,379
145106,2025-10-01,"コーヒー","アイスコーヒー",9904614,2,130,260
145106,2025-10-01,"日配品・冷凍食品","カップアイス",9905313,1,90,90
145142,2025-10-01,"日配品・冷凍食品","カップアイス",9900388,2,160,320
145188,2025-10-01,"パン・デザート","シュークリーム",9900217,1,698,698
145207,2025-10-01,"ホットスナック","チキン",9902584,1,372,372
145207,2025-10-01,"飲料・お酒","清涼飲料",9901709,1,72,72
145244,2025-10-01,"パン・デザート","サンドイッチ",9903981,1,166,166
145324,2025-10-01,"ホットスナック","中華まん",9904006,1,315,315
145324,2025-10-01,"コーヒー","ブレンドコーヒー",9906347,1,110,110
145367,2025-10-01,"パン・デザート","菓子パン",9944422,1,107,107
145367,2025-10-01,"日配品・冷凍食品","バーアイス",9905194,1,611,611
145368,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9915636,1,136,136
145368,2025-10-01,"コンビニウェア・日用品","靴下",9900171,2,159,318
145436,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9900740,8,740,5920
145436,2025-10-01,"日配品・冷凍食品","カップアイス",9900742,1,290,290
145436,2025-10-01,"コンビニウェア・日用品","靴下",9900689,1,150,150
145436,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,159,159
145461,2025-10-01,"パン・デザート","パフェ",9900327,1,100,100
145461,2025-10-01,"パン・デザート","パフェ",9901844,5,400,2000
145461,2025-10-01,"コーヒー","ブレンドコーヒー",9900411,1,124,124
145474,2025-10-01,"パン・デザート","パフェ",9900607,1,304,304
145514,2025-10-01,"飲料・お酒","缶ビール",9930513,1,127,127
145514,2025-10-01,"飲料・お酒","缶ビール",9913068,1,121,121
145514,2025-10-01,"日配品・冷凍食品","カップアイス",9902468,5,200,1000
145553,2025-10-01,"コンビニウェア・日用品","靴下",9900502,1,63,63
145667,2025-10-01,"飲料・お酒","清涼飲料",9900353,1,400,400
145730,2025-10-01,"パン・デザート","ケーキ",9901010,1,123,123
145730,2025-10-01,"パン・デザート","パフェ",9900327,1,100,100
145755,2025-10-01,"お弁当・おむすび","こだわり弁当",9908607,1,334,334
145759,2025-10-01,"飲料・お酒","清涼飲料",9909018,2,250,500
145759,2025-10-01,"飲料・お酒","清涼飲料",9909021,2,250,500
145759,2025-10-01,"パン・デザート","惣菜パン",9905590,1,400,400
145759,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,159,159
145760,2025-10-01,"飲料・お酒","ハイボール",9945064,3,170,510
145760,2025-10-01,"パン・デザート","パフェ",9903563,1,300,300
145789,2025-10-01,"コンビニウェア・日用品","靴下",9900208,1,178,178
145960,2025-10-01,"コンビニウェア・日用品","靴下",9900172,1,398,398
150054,2025-10-01,"飲料・お酒","清涼飲料",9901830,1,590,590
150064,2025-10-01,"飲料・お酒","清涼飲料",9900200,3,700,2100
150064,2025-10-01,"パン・デザート","プリン",9907651,1,220,220
150064,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,159,159
150122,2025-10-01,"飲料・お酒","ワイン",9919051,1,516,516
150127,2025-10-01,"お弁当・おむすび","ドリア",9901925,1,304,304
150127,2025-10-01,"お弁当・おむすび","ボリューム丼",9922733,1,289,289
150127,2025-10-01,"日配品・冷凍食品","カップアイス",9912054,4,735,2940
150130,2025-10-01,"お弁当・おむすび","惣菜おにぎり",9933958,1,940,940
150138,2025-10-01,"お弁当・おむすび","定番弁当",9901423,3,172,516
150138,2025-10-01,"お弁当・おむすび","定番弁当",9913455,3,228,684
150138,2025-10-01,"パン・デザート","シュークリーム",9900217,1,698,698
150138,2025-10-01,"日配品・冷凍食品","カップアイス",9902321,2,300,600
150186,2025-10-01,"パン・デザート","シュークリーム",9903818,1,150,150
150240,2025-10-01,"コンビニウェア・日用品","靴下",9900364,1,890,890
150253,2025-10-01,"飲料・お酒","清涼飲料",9901155,2,169,338
150331,2025-10-01,"パン・デザート","パフェ",9900449,4,285,1140
150360,2025-10-01,"お弁当・おむすび","こだわり弁当",9902444,1,279,279
150360,2025-10-01,"お弁当・おむすび","こだわり弁当",9909099,1,357,357
150406,2025-10-01,"パン・デザート","ホットドッグ",9904868,1,450,450
150406,2025-10-01,"コンビニウェア・日用品","除菌グッズ",9900985,1,285,285
150406,2025-10-01,"コンビニウェア・日用品","靴下",9913861,2,127,254
150513,2025-10-01,"飲料・お酒","清涼飲料",9900352,1,280,280
150513,2025-10-01,"日配品・冷凍食品","カップアイス",9902289,4,320,1280
150559,2025-10-01,"パン・デザート","パフェ",9902991,1,198,198
150568,2025-10-01,"日配品・冷凍食品","カップアイス",9904376,1,340,340
150587,2025-10-01,"飲料・お酒","ワイン",9928629,1,192,192
150587,2025-10-01,"飲料・お酒","ワイン",9938482,1,200,200
150587,2025-10-01,"コンビニウェア・日用品","靴下",9900369,1,270,270
150609,2025-10-01,"コーヒー","アイスコーヒー",9900236,1,128,128
150616,2025-10-01,"パン・デザート","シュークリーム",9900227,2,820,1640
150616,2025-10-01,"コーヒー","アイスコーヒー",9901187,1,300,300
150616,2025-10-01,"コンビニウェア・日用品","靴下",9911138,3,277,831
150682,2025-10-01,"飲料・お酒","清涼飲料",9909747,1,680,680
150682,2025-10-01,"飲料・お酒","チューハイ",9900636,2,810,1620
150682,2025-10-01,"コンビニウェア・日用品","靴下",9900208,5,178,890
150733,2025-10-01,"飲料・お酒","清涼飲料",9904627,1,316,316
150734,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9900847,5,450,2250
150734,2025-10-01,"パン・デザート","タルト",9900220,1,102,102
150754,2025-10-01,"コンビニウェア・日用品","靴下",9902228,1,532,532
150855,2025-10-01,"コンビニウェア・日用品","靴下",9900171,1,159,159
150858,2025-10-01,"飲料・お酒","清涼飲料",9900712,1,100,100
150858,2025-10-01,"パン・デザート","惣菜パン",9907296,2,250,500
150876,2025-10-01,"パン・デザート","パフェ",9900607,3,304,912
150876,2025-10-01,"日配品・冷凍食品","カップアイス",9911943,2,82,164
150904,2025-10-01,"パン・デザート","プリン",9906399,2,125,250
150904,2025-10-01,"パン・デザート","プリン",9914596,2,165,330
150904,2025-10-01,"コンビニウェア・日用品","ノート",9903155,2,272,544
150968,2025-10-01,"パン・デザート","パフェ",9900449,1,285,285
150978,2025-10-01,"コンビニウェア・日用品","靴下",9900172,1,398,398
150978,2025-10-01,"コンビニウェア・日用品","靴下",9902549,2,149,298
150988,2025-10-01,"パン・デザート","シュークリーム",9900217,1,698,698
151099,2025-10-01,"飲料・お酒","清涼飲料",9901558,1,148,148
151099,2025-10-01,"飲料・お酒","清涼飲料",9916491,1,160,160
151099,2025-10-01,"飲料・お酒","清涼飲料",9901531,5,330,1650
151166,2025-10-01,"コンビニウェア・日用品","靴下",9900171,2,159,318
151219,2025-10-01,"パン・デザート","ケーキ",9900946,2,105,210
151219,2025-10-01,"コンビニウェア・日用品","靴下",9900208,1,178,178
151219,2025-10-01,"コンビニウェア・日用品","靴下",9900369,5,270,1350
151301,2025-10-01,"お弁当・おむすび","惣菜おにぎり",9937864,2,118,236
151301,2025-10-01,"飲料・お酒","清涼飲料",9900710,1,323,323
151330,2025-10-01,"パン・デザート","パフェ",9900581,2,980,1960
151340,2025-10-01,"コンビニウェア・日用品","靴下",9900172,2,398,796
151427,2025-10-01,"コーヒー","ブレンドコーヒー",9908437,3,680,2040
151449,2025-10-01,"コーヒー","アイスコーヒー",9904978,1,113,113
151449,2025-10-01,"パン・デザート","ホットドッグ",9900968,5,490,2450
151450,2025-10-01,"日配品・冷凍食品","カップアイス",9906832,1,107,107
151500,2025-10-01,"ホットスナック","チキン",9905517,1,173,173
151500,2025-10-01,"日配品・冷凍食品","カップアイス",9900882,5,256,1280
151516,2025-10-01,"パン・デザート","サンドイッチ",9917767,1,90,90
151626,2025-10-01,"日配品・冷凍食品","カップアイス",9916407,1,290,290
151646,2025-10-01,"パン・デザート","シュークリーム",9900217,2,698,1396
151647,2025-10-01,"パン・デザート","シュークリーム",9905423,2,355,710
151669,2025-10-01,"パン・デザート","惣菜パン",9927062,3,563,1689
151670,2025-10-01,"ホットスナック","チキン",9902263,1,138,138
151670,2025-10-01,"パン・デザート","プリン",9908529,4,380,1520
151670,2025-10-01,"パン・デザート","惣菜パン",9900898,3,440,1320
151670,2025-10-01,"コーヒー","アイスコーヒー",9903455,6,580,3480
151670,2025-10-01,"コーヒー","アイスコーヒー",9903454,6,798,4788
151670,2025-10-01,"コンビニウェア・日用品","靴下",9902306,1,172,172
151731,2025-10-01,"飲料・お酒","清涼飲料",9900416,1,456,456
151848,2025-10-01,"パン・デザート","どら焼き",9906723,5,840,4200
151967,2025-10-01,"パン・デザート","惣菜パン",9902512,1,283,283
151967,2025-10-01,"パン・デザート","惣菜パン",9902476,1,304,304
152064,2025-10-01,"飲料・お酒","清涼飲料",9900353,1,400,400
152064,2025-10-01,"パン・デザート","パフェ",9900449,2,285,570
152119,2025-10-01,"飲料・お酒","ワイン",9939982,2,792,1584
152119,2025-10-01,"コンビニウェア・日用品","靴下",9900198,1,368,368
152146,2025-10-01,"お弁当・おむすび","直巻きおにぎり",9904805,1,292,292
152146,2025-10-01,"コンビニウェア・日用品","靴下",9902549,3,149,447
152236,2025-10-01,"パン・デザート","タルト",9903267,5,298,1490
152236,2025-10-01,"日配品・冷凍食品","カップアイス",9929309,2,222,444
152279,2025-10-01,"日配品・冷凍食品","カップアイス",9940135,1,366,366
152334,2025-10-01,"飲料・お酒","フレーバーティー",9912684,5,190,950
152337,2025-10-01,"日配品・冷凍食品","カップアイス",9900229,1,590,590
152340,2025-10-01,"コーヒー","アイスコーヒー",9908256,1,207,207
152340,2025-10-01,"コンビニウェア・日用品","靴下",9900739,1,198,198
152397,2025-10-01,"お弁当・おむすび","ガツうまおにぎり",9900013,1,465,465
152397,2025-10-01,"日配品・冷凍食品","カップアイス",9901660,1,117,117
152427,2025-10-01,"コンビニウェア・日用品","靴下",9900011,1,306,306
152434,2025-10-01,"飲料・お酒","清涼飲料",9907206,1,140,140
