顧客ID,DATE,大分類,中分類,商品コード,数量,単価,小計
142530,2025-10-05,"コンビニウェア・日用品","靴下",9900209,5,280,1400
142530,2025-10-05,"コンビニウェア・日用品","靴下",9900363,1,220,220
142646,2025-10-05,"ホットスナック","チキン",9906926,2,359,718
142646,2025-10-05,"パン・デザート","惣菜パン",9901430,1,310,310
142646,2025-10-05,"パン・デザート","ケーキ",9939062,1,359,359
142667,2025-10-05,"コンビニウェア・日用品","靴下",9900172,1,388,388
142667,2025-10-05,"コーヒー","ブレンドコーヒー",9900830,1,480,480
142744,2025-10-05,"ホットスナック","チキン",9900654,1,149,149
142744,2025-10-05,"お弁当・おむすび","定番弁当",9903731,1,129,129
142744,2025-10-05,"コーヒー","アイスコーヒー",9902725,5,398,1990
142744,2025-10-05,"パン・デザート","惣菜パン",9900320,1,520,520
142744,2025-10-05,"コンビニウェア・日用品","靴下",9903702,1,156,156
142785,2025-10-05,"飲料・お酒","缶ビール",9915359,1,220,220
142785,2025-10-05,"コンビニウェア・日用品","靴下",9900171,1,159,159
142927,2025-10-05,"飲料・お酒","清涼飲料",9900180,1,209,209
142927,2025-10-05,"コーヒー","アイスコーヒー",9901997,5,300,1500
142956,2025-10-05,"コンビニウェア・日用品","靴下",9900198,1,398,398
142958,2025-10-05,"飲料・お酒","缶ビール",9908545,1,199,199
142958,2025-10-05,"飲料・お酒","缶ビール",9905150,1,203,203
142958,2025-10-05,"ホットスナック","焼き鳥",9903420,5,470,2350
142958,2025-10-05,"コーヒー","ブレンドコーヒー",9908484,2,406,812
143010,2025-10-05,"コンビニウェア・日用品","靴下",9900198,1,398,398
143018,2025-10-05,"飲料・お酒","缶コーヒー",9919781,4,136,544
143018,2025-10-05,"コンビニウェア・日用品","靴下",9900208,3,198,594
143025,2025-10-05,"日配品・冷凍食品","カップアイス",9900230,1,238,238
143058,2025-10-05,"コンビニウェア・日用品","靴下",9900369,1,249,249
143058,2025-10-05,"コンビニウェア・日用品","靴下",9900594,1,249,249
143058,2025-10-05,"コンビニウェア・日用品","靴下",9900306,1,249,249
143115,2025-10-05,"お弁当・おむすび","ドリア",9904231,2,597,1194
143286,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9901076,1,870,870
143316,2025-10-05,"お弁当・おむすび","定番弁当",9902281,1,180,180
143316,2025-10-05,"パン・デザート","タルト",9900904,1,248,248
143350,2025-10-05,"お弁当・おむすび","定番弁当",9904988,3,298,894
143350,2025-10-05,"パン・デザート","惣菜パン",9905866,2,280,560
143350,2025-10-05,"コンビニウェア・日用品","ノート",9901217,1,546,546
143350,2025-10-05,"コンビニウェア・日用品","ノート",9904782,2,168,336
143350,2025-10-05,"コンビニウェア・日用品","ノート",9912175,2,108,216
143350,2025-10-05,"コンビニウェア・日用品","ノート",9900385,2,120,240
143402,2025-10-05,"お弁当・おむすび","ガツうまおにぎり",9900263,1,298,298
143453,2025-10-05,"お弁当・おむすび","ボリューム丼",9902199,1,207,207
143453,2025-10-05,"コンビニウェア・日用品","除菌グッズ",9900187,3,398,1194
143493,2025-10-05,"飲料・お酒","缶コーヒー",9901250,2,238,476
143493,2025-10-05,"パン・デザート","シュークリーム",9902761,1,100,100
143511,2025-10-05,"コーヒー","ブレンドコーヒー",9900236,1,128,128
143562,2025-10-05,"日配品・冷凍食品","カップアイス",9904594,2,598,1196
143562,2025-10-05,"コーヒー","ブレンドコーヒー",9900494,1,180,180
143562,2025-10-05,"コーヒー","ブレンドコーヒー",9901151,1,280,280
143566,2025-10-05,"コンビニウェア・日用品","靴下",9900360,1,300,300
143609,2025-10-05,"ホットスナック","チキン",9900964,1,702,702
143708,2025-10-05,"飲料・お酒","清涼飲料",9941998,2,881,1762
143708,2025-10-05,"飲料・お酒","チューハイ",9921129,1,48,48
143719,2025-10-05,"パン・デザート","サンドイッチ",9932250,1,131,131
143719,2025-10-05,"パン・デザート","サンドイッチ",9914611,1,164,164
143756,2025-10-05,"コンビニウェア・日用品","靴下",9911525,1,200,200
143781,2025-10-05,"お弁当・おむすび","惣菜おにぎり",9900376,5,440,2200
143800,2025-10-05,"お弁当・おむすび","惣菜おにぎり",9900376,1,440,440
143857,2025-10-05,"パン・デザート","惣菜パン",9904243,1,105,105
143857,2025-10-05,"パン・デザート","惣菜パン",9904240,2,105,210
143873,2025-10-05,"コンビニウェア・日用品","靴下",9909041,1,198,198
143873,2025-10-05,"コンビニウェア・日用品","靴下",9902647,1,198,198
143881,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9903795,3,406,1218
143921,2025-10-05,"パン・デザート","シュークリーム",9900227,1,650,650
144120,2025-10-05,"パン・デザート","パフェ",9920420,1,400,400
144120,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9903524,3,527,1581
144120,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9901936,3,581,1743
144120,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9903437,3,511,1533
144120,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9903533,3,530,1590
144120,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9903532,3,566,1698
144120,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9909502,3,144,432
144120,2025-10-05,"コンビニウェア・日用品","ティッシュ",9917442,1,292,292
144120,2025-10-05,"コンビニウェア・日用品","ティッシュ",9901571,1,333,333
144149,2025-10-05,"日配品・冷凍食品","冷凍スイーツ",9924562,1,101,101
144149,2025-10-05,"コンビニウェア・日用品","ティッシュ",9942801,1,333,333
144249,2025-10-05,"ホットスナック","中華まん",9906219,2,247,494
144285,2025-10-05,"ホットスナック","チキン",9900351,1,359,359
144285,2025-10-05,"ホットスナック","チキン",9911270,1,359,359
144295,2025-10-05,"お弁当・おむすび","ボリューム丼",9920946,1,113,113
144295,2025-10-05,"お弁当・おむすび","定番弁当",9910987,1,113,113
144356,2025-10-05,"パン・デザート","シュークリーム",9900227,2,650,1300
144385,2025-10-05,"パン・デザート","惣菜パン",9900086,1,278,278
144391,2025-10-05,"パン・デザート","プリン",9943316,3,288,864
144595,2025-10-05,"コンビニウェア・日用品","靴下",9901831,5,400,2000
144598,2025-10-05,"ホットスナック","チキン",9901159,1,111,111
144598,2025-10-05,"日配品・冷凍食品","カップアイス",9900401,1,325,325
144598,2025-10-05,"コンビニウェア・日用品","靴下",9903018,2,440,880
144604,2025-10-05,"パン・デザート","シュークリーム",9901758,1,220,220
144640,2025-10-05,"日配品・冷凍食品","カップアイス",9903595,8,480,3840
144652,2025-10-05,"パン・デザート","パフェ",9915319,3,348,1044
144707,2025-10-05,"飲料・お酒","清涼飲料",9900201,3,143,429
144707,2025-10-05,"パン・デザート","サンドイッチ",9901255,1,207,207
144707,2025-10-05,"日配品・冷凍食品","カップアイス",9905315,1,525,525
144708,2025-10-05,"パン・デザート","惣菜パン",9901780,1,180,180
144708,2025-10-05,"パン・デザート","惣菜パン",9926306,2,100,200
144708,2025-10-05,"コンビニウェア・日用品","靴下",9906999,1,394,394
144759,2025-10-05,"飲料・お酒","缶ビール",9923849,1,277,277
144759,2025-10-05,"コーヒー","アイスコーヒー",9900087,1,160,160
144802,2025-10-05,"飲料・お酒","ハイボール",9900832,1,775,775
144826,2025-10-05,"飲料・お酒","缶ビール",9911504,1,267,267
144826,2025-10-05,"コーヒー","ブレンドコーヒー",9904836,1,118,118
144826,2025-10-05,"日配品・冷凍食品","カップアイス",9900388,5,169,845
144846,2025-10-05,"ホットスナック","チキン",9900654,3,149,447
144858,2025-10-05,"お弁当・おむすび","ガツうまおにぎり",9900263,1,298,298
144858,2025-10-05,"日配品・冷凍食品","カップアイス",9900219,2,169,338
144867,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9905238,2,549,1098
144867,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9909737,1,336,336
144935,2025-10-05,"飲料・お酒","清涼飲料",9900200,6,598,3588
145049,2025-10-05,"飲料・お酒","チューハイ",9900636,4,810,3240
145068,2025-10-05,"パン・デザート","パフェ",9900707,6,330,1980
145068,2025-10-05,"日配品・冷凍食品","カップアイス",9940907,1,193,193
145068,2025-10-05,"日配品・冷凍食品","カップアイス",9923901,2,775,1550
145068,2025-10-05,"日配品・冷凍食品","カップアイス",9912516,2,203,406
145224,2025-10-05,"パン・デザート","惣菜パン",9904827,1,588,588
145247,2025-10-05,"コンビニウェア・日用品","靴下",9900368,1,220,220
145361,2025-10-05,"パン・デザート","パフェ",9920325,8,930,7440
145361,2025-10-05,"パン・デザート","パフェ",9921200,1,390,390
145361,2025-10-05,"パン・デザート","パフェ",9919772,1,300,300
145361,2025-10-05,"パン・デザート","パフェ",9930180,1,129,129
145361,2025-10-05,"パン・デザート","パフェ",9909260,8,750,6000
145361,2025-10-05,"パン・デザート","パフェ",9931778,1,104,104
145368,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9907896,1,184,184
145368,2025-10-05,"パン・デザート","パフェ",9935626,2,450,900
145368,2025-10-05,"パン・デザート","パフェ",9944425,2,109,218
145422,2025-10-05,"パン・デザート","シュークリーム",9919528,1,346,346
145422,2025-10-05,"日配品・冷凍食品","カップアイス",9900318,1,94,94
145422,2025-10-05,"コンビニウェア・日用品","靴下",9900172,1,388,388
145444,2025-10-05,"飲料・お酒","チューハイ",9905544,1,169,169
145444,2025-10-05,"お弁当・おむすび","ドリア",9921672,1,220,220
145444,2025-10-05,"飲料・お酒","チューハイ",9906143,1,169,169
145462,2025-10-05,"パン・デザート","どら焼き",9915606,2,990,1980
145462,2025-10-05,"パン・デザート","どら焼き",9914895,4,196,784
145487,2025-10-05,"パン・デザート","サンドイッチ",9900276,5,750,3750
145487,2025-10-05,"パン・デザート","サンドイッチ",9900277,5,830,4150
145487,2025-10-05,"パン・デザート","サンドイッチ",9900279,5,750,3750
145487,2025-10-05,"パン・デザート","サンドイッチ",9900274,5,750,3750
145552,2025-10-05,"コンビニウェア・日用品","靴下",9900363,1,220,220
145587,2025-10-05,"飲料・お酒","チューハイ",9915774,1,256,256
145587,2025-10-05,"飲料・お酒","チューハイ",9906751,1,186,186
145587,2025-10-05,"飲料・お酒","清涼飲料",9923341,1,354,354
145587,2025-10-05,"飲料・お酒","チューハイ",9915838,1,248,248
145596,2025-10-05,"コーヒー","アイスカフェラテ",9928066,1,490,490
145596,2025-10-05,"コンビニウェア・日用品","靴下",9900172,1,388,388
145611,2025-10-05,"お弁当・おむすび","定番弁当",9922249,1,251,251
145611,2025-10-05,"お弁当・おむすび","ボリューム丼",9944814,2,690,1380
145611,2025-10-05,"飲料・お酒","缶ビール",9938753,1,231,231
145611,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9907896,2,184,368
145611,2025-10-05,"パン・デザート","どら焼き",9944816,1,485,485
145611,2025-10-05,"パン・デザート","シュークリーム",9900270,2,119,238
145741,2025-10-05,"日配品・冷凍食品","カップアイス",9900174,1,289,289
145741,2025-10-05,"日配品・冷凍食品","カップアイス",9902232,5,360,1800
145741,2025-10-05,"コンビニウェア・日用品","靴下",9900208,3,198,594
145741,2025-10-05,"コンビニウェア・日用品","靴下",9902838,2,292,584
145742,2025-10-05,"飲料・お酒","清涼飲料",9900299,1,180,180
145742,2025-10-05,"コンビニウェア・日用品","靴下",9909041,1,198,198
145778,2025-10-05,"パン・デザート","ケーキ",9908856,4,478,1912
145778,2025-10-05,"コンビニウェア・日用品","靴下",9900594,1,249,249
145780,2025-10-05,"お弁当・おむすび","定番弁当",9901718,1,132,132
145780,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9919396,5,512,2560
145780,2025-10-05,"パン・デザート","惣菜パン",9945098,5,254,1270
145780,2025-10-05,"パン・デザート","シュークリーム",9924510,1,100,100
145942,2025-10-05,"お弁当・おむすび","惣菜おにぎり",9910304,1,107,107
145965,2025-10-05,"飲料・お酒","缶コーヒー",9934450,1,225,225
145965,2025-10-05,"コンビニウェア・日用品","靴下",9900198,3,344,1032
150012,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9914884,1,538,538
150046,2025-10-05,"ホットスナック","チキン",9900655,1,431,431
150055,2025-10-05,"パン・デザート","サンドイッチ",9933640,1,505,505
150065,2025-10-05,"パン・デザート","サンドイッチ",9900277,4,830,3320
150186,2025-10-05,"パン・デザート","惣菜パン",9902697,1,420,420
150186,2025-10-05,"パン・デザート","惣菜パン",9900990,2,123,246
150234,2025-10-05,"パン・デザート","惣菜パン",9907556,2,220,440
150238,2025-10-05,"飲料・お酒","缶ビール",9903593,2,105,210
150248,2025-10-05,"飲料・お酒","清涼飲料",9900200,5,598,2990
150248,2025-10-05,"パン・デザート","ケーキ",9901010,1,123,123
150293,2025-10-05,"パン・デザート","ケーキ",9910336,1,177,177
150293,2025-10-05,"パン・デザート","ケーキ",9915400,1,267,267
150293,2025-10-05,"コンビニウェア・日用品","靴下",9900208,1,198,198
150337,2025-10-05,"パン・デザート","シュークリーム",9902695,1,250,250
150337,2025-10-05,"パン・デザート","タルト",9908527,5,360,1800
150369,2025-10-05,"飲料・お酒","清涼飲料",9900353,1,449,449
150369,2025-10-05,"パン・デザート","タルト",9900220,5,102,510
150415,2025-10-05,"コンビニウェア・日用品","靴下",9900172,4,388,1552
150419,2025-10-05,"お弁当・おむすび","ボリューム丼",9906281,1,105,105
150419,2025-10-05,"コーヒー","アイスコーヒー",9903326,3,600,1800
150461,2025-10-05,"コーヒー","ブレンドコーヒー",9903081,1,178,178
150461,2025-10-05,"コーヒー","ブレンドコーヒー",9900411,5,220,1100
150482,2025-10-05,"コンビニウェア・日用品","靴下",9904171,1,169,169
150575,2025-10-05,"パン・デザート","どら焼き",9907491,1,100,100
150579,2025-10-05,"お弁当・おむすび","ガツうまおにぎり",9900013,1,465,465
150579,2025-10-05,"パン・デザート","パフェ",9900607,3,350,1050
150585,2025-10-05,"コーヒー","アイスコーヒー",9900912,1,193,193
150585,2025-10-05,"コンビニウェア・日用品","靴下",9900739,1,198,198
150592,2025-10-05,"コーヒー","アイスコーヒー",9904965,1,178,178
150592,2025-10-05,"パン・デザート","パフェ",9911546,1,167,167
150592,2025-10-05,"パン・デザート","パフェ",9911997,1,172,172
150592,2025-10-05,"パン・デザート","シュークリーム",9902500,1,108,108
150648,2025-10-05,"コンビニウェア・日用品","靴下",9905350,1,156,156
150702,2025-10-05,"飲料・お酒","缶ビール",9926602,1,182,182
150702,2025-10-05,"日配品・冷凍食品","カップアイス",9938565,1,217,217
150706,2025-10-05,"パン・デザート","パフェ",9901844,8,400,3200
150706,2025-10-05,"パン・デザート","惣菜パン",9904635,1,616,616
150713,2025-10-05,"日配品・冷凍食品","カップアイス",9900230,1,238,238
150758,2025-10-05,"コンビニウェア・日用品","靴下",9905020,1,312,312
150859,2025-10-05,"飲料・お酒","清涼飲料",9900475,1,290,290
150906,2025-10-05,"コーヒー","ブレンドコーヒー",9900871,2,480,960
150906,2025-10-05,"日配品・冷凍食品","カップアイス",9900229,1,550,550
150906,2025-10-05,"コーヒー","ブレンドコーヒー",9901179,1,580,580
150936,2025-10-05,"日配品・冷凍食品","カップアイス",9923319,3,179,537
150939,2025-10-05,"コーヒー","ブレンドコーヒー",9901359,2,720,1440
150944,2025-10-05,"コンビニウェア・日用品","靴下",9901176,1,307,307
150964,2025-10-05,"飲料・お酒","缶ビール",9911904,1,161,161
150964,2025-10-05,"お弁当・おむすび","惣菜おにぎり",9916515,1,189,189
150964,2025-10-05,"飲料・お酒","缶ビール",9912158,1,114,114
150988,2025-10-05,"飲料・お酒","清涼飲料",9900200,3,598,1794
150988,2025-10-05,"日配品・冷凍食品","カップアイス",9901528,2,860,1720
151136,2025-10-05,"飲料・お酒","清涼飲料",9911172,1,783,783
151136,2025-10-05,"コンビニウェア・日用品","靴下",9900067,2,650,1300
151136,2025-10-05,"日配品・冷凍食品","カップアイス",9915935,1,257,257
151136,2025-10-05,"コンビニウェア・日用品","靴下",9901728,2,144,288
151167,2025-10-05,"コーヒー","ブレンドコーヒー",9903697,8,410,3280
151210,2025-10-05,"コンビニウェア・日用品","靴下",9900171,1,159,159
151222,2025-10-05,"飲料・お酒","清涼飲料",9900200,7,598,4186
151275,2025-10-05,"パン・デザート","パフェ",9907078,8,440,3520
151275,2025-10-05,"パン・デザート","パフェ",9907929,7,440,3080
151293,2025-10-05,"パン・デザート","惣菜パン",9902307,1,118,118
151293,2025-10-05,"パン・デザート","惣菜パン",9909282,5,298,1490
151307,2025-10-05,"飲料・お酒","チューハイ",9901863,5,331,1655
151395,2025-10-05,"飲料・お酒","缶ビール",9939272,1,533,533
151395,2025-10-05,"飲料・お酒","缶ビール",9909802,1,533,533
151403,2025-10-05,"飲料・お酒","清涼飲料",9901685,3,150,450
151403,2025-10-05,"飲料・お酒","清涼飲料",9900028,3,560,1680
151403,2025-10-05,"コンビニウェア・日用品","靴下",9900171,1,159,159
151415,2025-10-05,"パン・デザート","シュークリーム",9900227,6,650,3900
151423,2025-10-05,"コンビニウェア・日用品","靴下",9900208,4,198,792
151429,2025-10-05,"飲料・お酒","清涼飲料",9900353,1,449,449
151490,2025-10-05,"お弁当・おむすび","定番弁当",9901718,1,132,132
151490,2025-10-05,"コーヒー","ブレンドコーヒー",9900830,1,480,480
151516,2025-10-05,"コンビニウェア・日用品","靴下",9900208,2,198,396
151517,2025-10-05,"飲料・お酒","清涼飲料",9906604,1,242,242
151584,2025-10-05,"飲料・お酒","清涼飲料",9903632,3,107,321
151584,2025-10-05,"コンビニウェア・日用品","靴下",9901329,1,300,300
151585,2025-10-05,"コンビニウェア・日用品","靴下",9900208,5,198,990
151641,2025-10-05,"コンビニウェア・日用品","靴下",9900171,1,159,159
151657,2025-10-05,"日配品・冷凍食品","カップアイス",9939572,1,909,909
151679,2025-10-05,"コーヒー","アイスコーヒー",9901792,6,500,3000
151719,2025-10-05,"パン・デザート","どら焼き",9917728,2,170,340
151719,2025-10-05,"パン・デザート","どら焼き",9907489,2,230,460
151719,2025-10-05,"パン・デザート","どら焼き",9901797,2,247,494
151719,2025-10-05,"パン・デザート","どら焼き",9909816,1,166,166
151719,2025-10-05,"パン・デザート","どら焼き",9917732,2,108,216
151723,2025-10-05,"お弁当・おむすび","直巻きおにぎり",9901412,2,495,990
151776,2025-10-05,"日配品・冷凍食品","カップアイス",9901779,1,238,238
151848,2025-10-05,"コンビニウェア・日用品","靴下",9900172,5,388,1940
151850,2025-10-05,"日配品・冷凍食品","カップアイス",9900223,1,149,149
151850,2025-10-05,"コンビニウェア・日用品","靴下",9901462,1,198,198
152003,2025-10-05,"お弁当・おむすび","手巻き寿司",9939870,2,266,532
152098,2025-10-05,"パン・デザート","シュークリーム",9900227,4,650,2600
152098,2025-10-05,"コンビニウェア・日用品","傘",9901855,6,277,1662
152103,2025-10-05,"ホットスナック","チキン",9900770,1,440,440
152103,2025-10-05,"飲料・お酒","天然水",9900549,1,320,320
152103,2025-10-05,"飲料・お酒","清涼飲料",9900200,2,598,1196
152212,2025-10-05,"日配品・冷凍食品","カップアイス",9900230,1,238,238
152241,2025-10-05,"コンビニウェア・日用品","靴下",9900171,1,159,159
152279,2025-10-05,"ホットスナック","チキン",9905186,1,196,196
152279,2025-10-05,"飲料・お酒","チューハイ",9913883,1,145,145
152318,2025-10-05,"パン・デザート","惣菜パン",9908651,1,957,957
152331,2025-10-05,"日配品・冷凍食品","カップアイス",9915013,1,131,131
152333,2025-10-05,"日配品・冷凍食品","カップアイス",9902240,1,372,372
152374,2025-10-05,"コンビニウェア・日用品","靴下",9902837,2,169,338
152420,2025-10-05,"コーヒー","ブレンドコーヒー",9900905,6,360,2160
152433,2025-10-05,"飲料・お酒","清涼飲料",9900295,1,190,190
