顧客ID,DATE,大分類,中分類,商品コード,数量,単価,小計
141841,2025-10-03,"パン・デザート","プリン",9930834,1,629,629
141850,2025-10-03,"日配品・冷凍食品","カップアイス",9901058,2,111,222
141850,2025-10-03,"コンビニウェア・日用品","靴下",9903316,2,269,538
141930,2025-10-03,"コーヒー","アイスコーヒー",9900450,2,47,94
141930,2025-10-03,"パン・デザート","ケーキ",9901601,1,684,684
141930,2025-10-03,"コンビニウェア・日用品","靴下",9905739,1,555,555
142045,2025-10-03,"お弁当・おむすび","ガツうまおにぎり",9905291,3,380,1140
142045,2025-10-03,"日配品・冷凍食品","カップアイス",9921463,1,137,137
142083,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
142083,2025-10-03,"コンビニウェア・日用品","靴下",9900739,1,188,188
142351,2025-10-03,"ホットスナック","チキン",9906218,2,118,236
142351,2025-10-03,"飲料・お酒","清涼飲料",9906248,1,425,425
142351,2025-10-03,"飲料・お酒","清涼飲料",9901075,1,470,470
142351,2025-10-03,"コンビニウェア・日用品","靴下",9901734,1,351,351
142412,2025-10-03,"飲料・お酒","缶ビール",9900721,5,229,1145
142586,2025-10-03,"パン・デザート","サンドイッチ",9900277,3,805,2415
142586,2025-10-03,"コーヒー","アイスコーヒー",9903911,5,113,565
142586,2025-10-03,"コンビニウェア・日用品","靴下",9900172,1,378,378
142600,2025-10-03,"飲料・お酒","清涼飲料",9901155,1,171,171
142618,2025-10-03,"パン・デザート","プリン",9910402,1,788,788
142618,2025-10-03,"コーヒー","ブレンドコーヒー",9904152,1,256,256
142661,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
142820,2025-10-03,"パン・デザート","惣菜パン",9900019,1,75,75
142820,2025-10-03,"コンビニウェア・日用品","靴下",9902837,3,160,480
142841,2025-10-03,"日配品・冷凍食品","カップアイス",9903941,5,342,1710
142870,2025-10-03,"飲料・お酒","清涼飲料",9900710,1,306,306
142952,2025-10-03,"コンビニウェア・日用品","靴下",9902837,2,160,320
142952,2025-10-03,"コンビニウェア・日用品","靴下",9900739,1,188,188
143004,2025-10-03,"お弁当・おむすび","ガツうまおにぎり",9900013,1,442,442
143004,2025-10-03,"パン・デザート","ケーキ",9901813,1,378,378
143004,2025-10-03,"日配品・冷凍食品","カップアイス",9900230,5,274,1370
143025,2025-10-03,"飲料・お酒","清涼飲料",9905151,1,248,248
143025,2025-10-03,"コンビニウェア・日用品","靴下",9900349,1,358,358
143025,2025-10-03,"日配品・冷凍食品","カップアイス",9904376,5,359,1795
143125,2025-10-03,"コンビニウェア・日用品","靴下",9907254,2,140,280
143125,2025-10-03,"コンビニウェア・日用品","靴下",9906127,3,140,420
143257,2025-10-03,"飲料・お酒","チューハイ",9921002,1,112,112
143257,2025-10-03,"飲料・お酒","チューハイ",9901373,1,131,131
143257,2025-10-03,"飲料・お酒","チューハイ",9913553,1,116,116
143257,2025-10-03,"パン・デザート","ケーキ",9907665,1,166,166
143257,2025-10-03,"日配品・冷凍食品","カップアイス",9905167,2,692,1384
143285,2025-10-03,"パン・デザート","プリン",9900189,1,283,283
143309,2025-10-03,"飲料・お酒","缶コーヒー",9906348,2,468,936
143309,2025-10-03,"お弁当・おむすび","ドリア",9901572,1,102,102
143309,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9913988,1,412,412
143347,2025-10-03,"パン・デザート","惣菜パン",9907991,1,378,378
143347,2025-10-03,"パン・デザート","惣菜パン",9909650,1,322,322
143347,2025-10-03,"パン・デザート","タルト",9919249,1,278,278
143347,2025-10-03,"パン・デザート","サンドイッチ",9902577,2,833,1666
143394,2025-10-03,"パン・デザート","パフェ",9900449,1,304,304
143394,2025-10-03,"日配品・冷凍食品","カップアイス",9904376,6,359,2154
143417,2025-10-03,"ホットスナック","中華まん",9901564,1,230,230
143614,2025-10-03,"お弁当・おむすび","定番弁当",9916758,1,252,252
143614,2025-10-03,"飲料・お酒","ハイボール",9901457,8,171,1368
143614,2025-10-03,"飲料・お酒","缶コーヒー",9913219,2,171,342
143614,2025-10-03,"飲料・お酒","チューハイ",9907714,1,358,358
143614,2025-10-03,"飲料・お酒","缶コーヒー",9912170,2,138,276
143614,2025-10-03,"パン・デザート","どら焼き",9915164,1,204,204
143614,2025-10-03,"日配品・冷凍食品","カップアイス",9916407,1,275,275
143701,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
143852,2025-10-03,"コーヒー","アイスコーヒー",9905267,1,152,152
143852,2025-10-03,"コーヒー","アイスコーヒー",9903911,1,113,113
143856,2025-10-03,"日配品・冷凍食品","カップアイス",9900884,1,93,93
143856,2025-10-03,"日配品・冷凍食品","カップアイス",9900022,1,141,141
143898,2025-10-03,"飲料・お酒","清涼飲料",9907268,2,706,1412
143898,2025-10-03,"コーヒー","ブレンドコーヒー",9900451,1,44,44
143898,2025-10-03,"コンビニウェア・日用品","靴下",9900172,1,378,378
143933,2025-10-03,"コンビニウェア・日用品","靴下",9900196,4,378,1512
143958,2025-10-03,"飲料・お酒","清涼飲料",9912734,1,141,141
143958,2025-10-03,"飲料・お酒","缶ビール",9901707,3,654,1962
143958,2025-10-03,"お弁当・おむすび","定番弁当",9900460,1,250,250
143958,2025-10-03,"コーヒー","ブレンドコーヒー",9900520,1,114,114
144032,2025-10-03,"ホットスナック","チキン",9901016,2,391,782
144032,2025-10-03,"パン・デザート","プリン",9901147,1,140,140
144058,2025-10-03,"コンビニウェア・日用品","除菌グッズ",9901009,1,845,845
144066,2025-10-03,"飲料・お酒","清涼飲料",9903460,3,912,2736
144066,2025-10-03,"お弁当・おむすび","定番弁当",9913456,2,244,488
144066,2025-10-03,"日配品・冷凍食品","カップアイス",9902321,3,285,855
144066,2025-10-03,"コーヒー","ブレンドコーヒー",9900816,1,188,188
144066,2025-10-03,"コーヒー","ブレンドコーヒー",9906397,1,167,167
144066,2025-10-03,"コーヒー","ブレンドコーヒー",9907606,3,125,375
144066,2025-10-03,"コンビニウェア・日用品","靴下",9900208,4,188,752
144145,2025-10-03,"パン・デザート","ケーキ",9901010,1,117,117
144145,2025-10-03,"パン・デザート","ケーキ",9901083,1,155,155
144196,2025-10-03,"パン・デザート","シュークリーム",9942915,4,237,948
144196,2025-10-03,"パン・デザート","シュークリーム",9942914,2,161,322
144197,2025-10-03,"飲料・お酒","清涼飲料",9905151,1,248,248
144197,2025-10-03,"パン・デザート","タルト",9903267,1,283,283
144197,2025-10-03,"パン・デザート","タルト",9901437,1,874,874
144197,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
144258,2025-10-03,"日配品・冷凍食品","バーアイス",9939024,3,217,651
144258,2025-10-03,"日配品・冷凍食品","バーアイス",9943029,3,211,633
144269,2025-10-03,"ホットスナック","焼き鳥",9905280,3,543,1629
144269,2025-10-03,"パン・デザート","ケーキ",9903625,1,184,184
144269,2025-10-03,"コンビニウェア・日用品","靴下",9900208,4,188,752
144442,2025-10-03,"お弁当・おむすび","定番弁当",9908659,3,646,1938
144547,2025-10-03,"ホットスナック","チキン",9910292,4,431,1724
144547,2025-10-03,"お弁当・おむすび","定番弁当",9904187,1,665,665
144547,2025-10-03,"コーヒー","アイスコーヒー",9900451,1,44,44
144547,2025-10-03,"日配品・冷凍食品","カップアイス",9943495,1,199,199
144574,2025-10-03,"飲料・お酒","チューハイ",9909533,1,504,504
144689,2025-10-03,"飲料・お酒","清涼飲料",9901556,1,366,366
144713,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
144725,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9905570,6,589,3534
144754,2025-10-03,"お弁当・おむすび","惣菜おにぎり",9901325,1,314,314
144754,2025-10-03,"コンビニウェア・日用品","靴下",9901307,1,342,342
144843,2025-10-03,"ホットスナック","チキン",9900842,1,332,332
144843,2025-10-03,"パン・デザート","シュークリーム",9900227,4,779,3116
144879,2025-10-03,"ホットスナック","中華まん",9909627,2,225,450
144879,2025-10-03,"飲料・お酒","天然水",9916523,1,473,473
144914,2025-10-03,"コンビニウェア・日用品","靴下",9904136,1,196,196
145010,2025-10-03,"お弁当・おむすび","惣菜おにぎり",9908392,2,741,1482
145010,2025-10-03,"パン・デザート","惣菜パン",9905590,5,380,1900
145010,2025-10-03,"日配品・冷凍食品","カップアイス",9908407,3,665,1995
145033,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9901995,1,314,314
145059,2025-10-03,"お弁当・おむすび","ドリア",9903704,4,584,2336
145059,2025-10-03,"パン・デザート","ホットドッグ",9902488,1,144,144
145100,2025-10-03,"お弁当・おむすび","惣菜おにぎり",9903292,1,893,893
145100,2025-10-03,"お弁当・おむすび","ボリューム丼",9936688,1,817,817
145156,2025-10-03,"飲料・お酒","缶コーヒー",9944226,1,262,262
145156,2025-10-03,"パン・デザート","プリン",9944229,1,225,225
145156,2025-10-03,"パン・デザート","プリン",9931904,1,225,225
145269,2025-10-03,"コンビニウェア・日用品","靴下",9905891,1,218,218
145376,2025-10-03,"飲料・お酒","天然水",9911300,2,183,366
145376,2025-10-03,"日配品・冷凍食品","冷凍野菜・フルーツ",9928101,1,394,394
145377,2025-10-03,"コンビニウェア・日用品","除菌グッズ",9924767,5,235,1175
145439,2025-10-03,"コーヒー","アイスコーヒー",9905447,1,274,274
145439,2025-10-03,"日配品・冷凍食品","カップアイス",9909465,1,166,166
145641,2025-10-03,"ホットスナック","チキン",9922162,1,515,515
145641,2025-10-03,"日配品・冷凍食品","カップアイス",9900570,1,365,365
145658,2025-10-03,"パン・デザート","サンドイッチ",9900277,2,805,1610
145770,2025-10-03,"パン・デザート","サンドイッチ",9900282,1,683,683
145770,2025-10-03,"コンビニウェア・日用品","ノート",9901230,1,442,442
145806,2025-10-03,"飲料・お酒","清涼飲料",9900421,3,364,1092
145806,2025-10-03,"コンビニウェア・日用品","靴下",9900366,1,122,122
145820,2025-10-03,"飲料・お酒","チューハイ",9905092,3,482,1446
145820,2025-10-03,"コンビニウェア・日用品","靴下",9902455,2,124,248
145851,2025-10-03,"飲料・お酒","清涼飲料",9900294,2,736,1472
145851,2025-10-03,"ホットスナック","チキン",9900842,1,332,332
145851,2025-10-03,"コーヒー","アイスコーヒー",9900451,1,44,44
145851,2025-10-03,"パン・デザート","惣菜パン",9909917,3,456,1368
145851,2025-10-03,"日配品・冷凍食品","カップアイス",9902374,3,197,591
145851,2025-10-03,"日配品・冷凍食品","カップアイス",9901772,3,342,1026
145863,2025-10-03,"パン・デザート","ケーキ",9901010,1,117,117
145863,2025-10-03,"コンビニウェア・日用品","靴下",9905219,1,198,198
145863,2025-10-03,"コンビニウェア・日用品","靴下",9906429,1,638,638
145863,2025-10-03,"コンビニウェア・日用品","靴下",9908036,1,152,152
145868,2025-10-03,"日配品・冷凍食品","冷凍スイーツ",9910791,1,496,496
145875,2025-10-03,"飲料・お酒","チューハイ",9908489,1,241,241
145875,2025-10-03,"お弁当・おむすび","ボリューム丼",9908491,5,104,520
145970,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9900044,1,100,100
145970,2025-10-03,"飲料・お酒","チューハイ",9903954,1,140,140
145970,2025-10-03,"パン・デザート","プリン",9930124,1,133,133
145970,2025-10-03,"コンビニウェア・日用品","ノート",9904779,4,410,1640
150001,2025-10-03,"お弁当・おむすび","定番弁当",9903857,5,479,2395
150111,2025-10-03,"パン・デザート","菓子パン",9901424,1,299,299
150301,2025-10-03,"お弁当・おむすび","ボリューム丼",9900826,1,853,853
150301,2025-10-03,"コンビニウェア・日用品","靴下",9904233,1,646,646
150303,2025-10-03,"飲料・お酒","缶ビール",9926343,2,109,218
150303,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9919463,8,200,1600
150303,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9903962,1,89,89
150303,2025-10-03,"パン・デザート","惣菜パン",9905421,1,349,349
150373,2025-10-03,"コンビニウェア・日用品","靴下",9900172,1,378,378
150501,2025-10-03,"パン・デザート","パフェ",9900449,2,304,608
150501,2025-10-03,"コーヒー","ブレンドコーヒー",9900236,1,122,122
150575,2025-10-03,"コンビニウェア・日用品","靴下",9908327,1,361,361
150575,2025-10-03,"コンビニウェア・日用品","靴下",9900208,1,188,188
150624,2025-10-03,"コーヒー","アイスコーヒー",9902885,2,770,1540
150624,2025-10-03,"コーヒー","アイスコーヒー",9900810,5,212,1060
150624,2025-10-03,"コーヒー","アイスコーヒー",9900088,2,903,1806
150624,2025-10-03,"コーヒー","アイスコーヒー",9902888,2,618,1236
150624,2025-10-03,"コーヒー","アイスコーヒー",9900589,2,703,1406
150624,2025-10-03,"コーヒー","ブレンドコーヒー",9910983,1,121,121
150624,2025-10-03,"コーヒー","ブレンドコーヒー",9903552,1,814,814
150626,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9938525,3,370,1110
150626,2025-10-03,"コーヒー","ブレンドコーヒー",9900450,1,47,47
150736,2025-10-03,"パン・デザート","シュークリーム",9900227,4,779,3116
150895,2025-10-03,"ホットスナック","チキン",9912757,1,125,125
150895,2025-10-03,"飲料・お酒","天然水",9904669,1,189,189
150936,2025-10-03,"パン・デザート","惣菜パン",9910400,1,100,100
150936,2025-10-03,"パン・デザート","サンドイッチ",9900274,2,751,1502
150936,2025-10-03,"パン・デザート","惣菜パン",9910399,1,100,100
150957,2025-10-03,"日配品・冷凍食品","カップアイス",9938828,3,778,2334
151023,2025-10-03,"飲料・お酒","チューハイ",9919317,4,295,1180
151023,2025-10-03,"飲料・お酒","チューハイ",9908894,4,371,1484
151023,2025-10-03,"お弁当・おむすび","ボリューム丼",9912134,1,453,453
151023,2025-10-03,"飲料・お酒","チューハイ",9908489,1,241,241
151023,2025-10-03,"お弁当・おむすび","おかずセットおにぎり",9911542,1,204,204
151023,2025-10-03,"コンビニウェア・日用品","靴下",9900208,2,188,376
151464,2025-10-03,"飲料・お酒","缶コーヒー",9937700,1,793,793
151464,2025-10-03,"飲料・お酒","ハイボール",9923100,2,532,1064
151464,2025-10-03,"コンビニウェア・日用品","靴下",9900172,2,378,756
151805,2025-10-03,"パン・デザート","シュークリーム",9939761,1,708,708
151805,2025-10-03,"パン・デザート","シュークリーム",9931150,1,111,111
151841,2025-10-03,"パン・デザート","プリン",9930834,1,629,629
151850,2025-10-03,"日配品・冷凍食品","カップアイス",9901058,2,111,222
151850,2025-10-03,"コンビニウェア・日用品","靴下",9903316,2,269,538
151930,2025-10-03,"コーヒー","アイスコーヒー",9900450,2,47,94
151930,2025-10-03,"パン・デザート","ケーキ",9901601,1,684,684
151930,2025-10-03,"コンビニウェア・日用品","靴下",9905739,1,555,555
152045,2025-10-03,"お弁当・おむすび","ガツうまおにぎり",9905291,3,380,1140
152045,2025-10-03,"日配品・冷凍食品","カップアイス",9921463,1,137,137
152083,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
152083,2025-10-03,"コンビニウェア・日用品","靴下",9900739,1,188,188
152351,2025-10-03,"ホットスナック","チキン",9906218,2,118,236
152351,2025-10-03,"飲料・お酒","清涼飲料",9906248,1,425,425
152351,2025-10-03,"飲料・お酒","清涼飲料",9901075,1,470,470
152351,2025-10-03,"コンビニウェア・日用品","靴下",9901734,1,351,351
152412,2025-10-03,"飲料・お酒","缶ビール",9900721,5,229,1145
152586,2025-10-03,"パン・デザート","サンドイッチ",9900277,3,805,2415
152586,2025-10-03,"コーヒー","アイスコーヒー",9903911,5,113,565
152586,2025-10-03,"コンビニウェア・日用品","靴下",9900172,1,378,378
152600,2025-10-03,"飲料・お酒","清涼飲料",9901155,1,171,171
152618,2025-10-03,"パン・デザート","プリン",9910402,1,788,788
152618,2025-10-03,"コーヒー","ブレンドコーヒー",9904152,1,256,256
152661,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
152820,2025-10-03,"パン・デザート","惣菜パン",9900019,1,75,75
152820,2025-10-03,"コンビニウェア・日用品","靴下",9902837,3,160,480
152841,2025-10-03,"日配品・冷凍食品","カップアイス",9903941,5,342,1710
152870,2025-10-03,"飲料・お酒","清涼飲料",9900710,1,306,306
152952,2025-10-03,"コンビニウェア・日用品","靴下",9902837,2,160,320
152952,2025-10-03,"コンビニウェア・日用品","靴下",9900739,1,188,188
153004,2025-10-03,"お弁当・おむすび","ガツうまおにぎり",9900013,1,442,442
153004,2025-10-03,"パン・デザート","ケーキ",9901813,1,378,378
153004,2025-10-03,"日配品・冷凍食品","カップアイス",9900230,5,274,1370
153025,2025-10-03,"飲料・お酒","清涼飲料",9905151,1,248,248
153025,2025-10-03,"コンビニウェア・日用品","靴下",9900349,1,358,358
153025,2025-10-03,"日配品・冷凍食品","カップアイス",9904376,5,359,1795
153125,2025-10-03,"コンビニウェア・日用品","靴下",9907254,2,140,280
153125,2025-10-03,"コンビニウェア・日用品","靴下",9906127,3,140,420
153257,2025-10-03,"飲料・お酒","チューハイ",9921002,1,112,112
153257,2025-10-03,"飲料・お酒","チューハイ",9901373,1,131,131
153257,2025-10-03,"飲料・お酒","チューハイ",9913553,1,116,116
153257,2025-10-03,"パン・デザート","ケーキ",9907665,1,166,166
153257,2025-10-03,"日配品・冷凍食品","カップアイス",9905167,2,692,1384
153285,2025-10-03,"パン・デザート","プリン",9900189,1,283,283
153309,2025-10-03,"飲料・お酒","缶コーヒー",9906348,2,468,936
153309,2025-10-03,"お弁当・おむすび","ドリア",9901572,1,102,102
153309,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9913988,1,412,412
153347,2025-10-03,"パン・デザート","惣菜パン",9907991,1,378,378
153347,2025-10-03,"パン・デザート","惣菜パン",9909650,1,322,322
153347,2025-10-03,"パン・デザート","タルト",9919249,1,278,278
153347,2025-10-03,"パン・デザート","サンドイッチ",9902577,2,833,1666
153394,2025-10-03,"パン・デザート","パフェ",9900449,1,304,304
153394,2025-10-03,"日配品・冷凍食品","カップアイス",9904376,6,359,2154
153417,2025-10-03,"ホットスナック","中華まん",9901564,1,230,230
153614,2025-10-03,"お弁当・おむすび","定番弁当",9916758,1,252,252
153614,2025-10-03,"飲料・お酒","ハイボール",9901457,8,171,1368
153614,2025-10-03,"飲料・お酒","缶コーヒー",9913219,2,171,342
153614,2025-10-03,"飲料・お酒","チューハイ",9907714,1,358,358
153614,2025-10-03,"飲料・お酒","缶コーヒー",9912170,2,138,276
153614,2025-10-03,"パン・デザート","どら焼き",9915164,1,204,204
153614,2025-10-03,"日配品・冷凍食品","カップアイス",9916407,1,275,275
153701,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
153852,2025-10-03,"コーヒー","アイスコーヒー",9905267,1,152,152
153852,2025-10-03,"コーヒー","アイスコーヒー",9903911,1,113,113
153856,2025-10-03,"日配品・冷凍食品","カップアイス",9900884,1,93,93
153856,2025-10-03,"日配品・冷凍食品","カップアイス",9900022,1,141,141
153898,2025-10-03,"飲料・お酒","清涼飲料",9907268,2,706,1412
153898,2025-10-03,"コーヒー","ブレンドコーヒー",9900451,1,44,44
153898,2025-10-03,"コンビニウェア・日用品","靴下",9900172,1,378,378
153933,2025-10-03,"コンビニウェア・日用品","靴下",9900196,4,378,1512
153958,2025-10-03,"飲料・お酒","清涼飲料",9912734,1,141,141
153958,2025-10-03,"飲料・お酒","缶ビール",9901707,3,654,1962
153958,2025-10-03,"お弁当・おむすび","定番弁当",9900460,1,250,250
153958,2025-10-03,"コーヒー","ブレンドコーヒー",9900520,1,114,114
154032,2025-10-03,"ホットスナック","チキン",9901016,2,391,782
154032,2025-10-03,"パン・デザート","プリン",9901147,1,140,140
154058,2025-10-03,"コンビニウェア・日用品","除菌グッズ",9901009,1,845,845
154066,2025-10-03,"飲料・お酒","清涼飲料",9903460,3,912,2736
154066,2025-10-03,"お弁当・おむすび","定番弁当",9913456,2,244,488
154066,2025-10-03,"日配品・冷凍食品","カップアイス",9902321,3,285,855
154066,2025-10-03,"コーヒー","ブレンドコーヒー",9900816,1,188,188
154066,2025-10-03,"コーヒー","ブレンドコーヒー",9906397,1,167,167
154066,2025-10-03,"コーヒー","ブレンドコーヒー",9907606,3,125,375
154066,2025-10-03,"コンビニウェア・日用品","靴下",9900208,4,188,752
154145,2025-10-03,"パン・デザート","ケーキ",9901010,1,117,117
154145,2025-10-03,"パン・デザート","ケーキ",9901083,1,155,155
154196,2025-10-03,"パン・デザート","シュークリーム",9942915,4,237,948
154196,2025-10-03,"パン・デザート","シュークリーム",9942914,2,161,322
154197,2025-10-03,"飲料・お酒","清涼飲料",9905151,1,248,248
154197,2025-10-03,"パン・デザート","タルト",9903267,1,283,283
154197,2025-10-03,"パン・デザート","タルト",9901437,1,874,874
154197,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
154258,2025-10-03,"日配品・冷凍食品","バーアイス",9939024,3,217,651
154258,2025-10-03,"日配品・冷凍食品","バーアイス",9943029,3,211,633
154269,2025-10-03,"ホットスナック","焼き鳥",9905280,3,543,1629
154269,2025-10-03,"パン・デザート","ケーキ",9903625,1,184,184
154269,2025-10-03,"コンビニウェア・日用品","靴下",9900208,4,188,752
154442,2025-10-03,"お弁当・おむすび","定番弁当",9908659,3,646,1938
154547,2025-10-03,"ホットスナック","チキン",9910292,4,431,1724
154547,2025-10-03,"お弁当・おむすび","定番弁当",9904187,1,665,665
154547,2025-10-03,"コーヒー","アイスコーヒー",9900451,1,44,44
154547,2025-10-03,"日配品・冷凍食品","カップアイス",9943495,1,199,199
154574,2025-10-03,"飲料・お酒","チューハイ",9909533,1,504,504
154689,2025-10-03,"飲料・お酒","清涼飲料",9901556,1,366,366
154713,2025-10-03,"コンビニウェア・日用品","靴下",9900171,1,151,151
154725,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9905570,6,589,3534
154754,2025-10-03,"お弁当・おむすび","惣菜おにぎり",9901325,1,314,314
154754,2025-10-03,"コンビニウェア・日用品","靴下",9901307,1,342,342
154843,2025-10-03,"ホットスナック","チキン",9900842,1,332,332
154843,2025-10-03,"パン・デザート","シュークリーム",9900227,4,779,3116
154879,2025-10-03,"ホットスナック","中華まん",9909627,2,225,450
154879,2025-10-03,"飲料・お酒","天然水",9916523,1,473,473
154914,2025-10-03,"コンビニウェア・日用品","靴下",9904136,1,196,196
155010,2025-10-03,"お弁当・おむすび","惣菜おにぎり",9908392,2,741,1482
155010,2025-10-03,"パン・デザート","惣菜パン",9905590,5,380,1900
155010,2025-10-03,"日配品・冷凍食品","カップアイス",9908407,3,665,1995
155033,2025-10-03,"お弁当・おむすび","直巻きおにぎり",9901995,1,314,314
155059,2025-10-03,"お弁当・おむすび","ドリア",9903704,4,584,2336
155059,2025-10-03,"パン・デザート","ホットドッグ",9902488,1,144,144
155100,2025-10-03,"お弁当・おむすび","惣菜おにぎり",9903292,1,893,893
155100,2025-10-03,"お弁当・おむすび","ボリューム丼",9936688,1,817,817
155156,2025-10-03,"飲料・お酒","缶コーヒー",9944226,1,262,262
155156,2025-10-03,"パン・デザート","プリン",9944229,1,225,225
155156,2025-10-03,"パン・デザート","プリン",9931904,1,225,225
155269,2025-10-03,"コンビニウェア・日用品","靴下",9905891,1,218,218
155376,2025-10-03,"飲料・お酒","天然水",9911300,2,183,366
155376,2025-10-03,"日配品・冷凍食品","冷凍野菜・フルーツ",9928101,1,394,394
155377,2025-10-03,"コンビニウェア・日用品","除菌グッズ",9924767,5,235,1175
155439,2025-10-03,"コーヒー","アイスコーヒー",9905447,1,274,274
155439,2025-10-03,"日配品・冷凍食品","カップアイス",9909465,1,166,166
155641,2025-10-03,"ホットスナック","チキン",9922162,1,515,515
155641,2025-10-03,"日配品・冷凍食品","カップアイス",9900570,1,365,365
155658,2025-10-03,"パン・デザート","サンドイッチ",9900277,2,805,1610
155770,2025-10-03,"パン・デザート","サンドイッチ",9900282,1,683,683
155770,2025-10-03,"コンビニウェア・日用品","ノート",9901230,1,442,442
155806,2025-10-03,"飲料・お酒","清涼飲料",9900421,3,364,1092
155806,2025-10-03,"コンビニウェア・日用品","靴下",9900366,1,122,122
155820,2025-10-03,"飲料・お酒","チューハイ",9905092,3,482,1446
155820,2025-10-03,"コンビニウェア・日用品","靴下",9902455,2,124,248
155851,2025-10-03,"飲料・お酒","清涼飲料",9900294,2,736,1472
155851,2025-10-03,"ホットスナック","チキン",9900842,1,332,332
155851,2025-10-03,"コーヒー","アイスコーヒー",9900451,1,44,44
155851,2025-10-03,"パン・デザート","惣菜パン",9909917,3,456,1368
155851,2025-10-03,"日配品・冷凍食品","カップアイス",9902374,3,197,591
155851,2025-10-03,"日配品・冷凍食品","カップアイス",9901772,3,342,1026
155863,2025-10-03,"パン・デザート","ケーキ",9901010,1,117,117
155863,2025-10-03,"コンビニウェア・日用品","靴下",9905219,1,198,198
155863,2025-10-03,"コンビニウェア・日用品","靴下",9906429,1,638,638
