顧客ID,DATE,大分類,中分類,商品コード,数量,単価,小計
141976,2025-10-07,"コンビニウェア・日用品","除菌グッズ",9939857,5,940,4700
141976,2025-10-07,"コンビニウェア・日用品","靴下",9900711,5,760,3800
142164,2025-10-07,"コンビニウェア・日用品","靴下",9900208,3,198,594
142207,2025-10-07,"お弁当・おむすび","ボリューム丼",9901926,1,580,580
142207,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900508,1,137,137
142207,2025-10-07,"コンビニウェア・日用品","靴下",9904660,2,138,276
142262,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
142270,2025-10-07,"コンビニウェア・日用品","靴下",9900172,1,388,388
142304,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
142310,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900503,1,165,165
142374,2025-10-07,"パン・デザート","プリン",9904264,1,310,310
142381,2025-10-07,"パン・デザート","シュークリーム",9900217,1,782,782
142391,2025-10-07,"日配品・冷凍食品","カップアイス",9904376,1,378,378
142420,2025-10-07,"コーヒー","ブレンドコーヒー",9900958,6,627,3762
142437,2025-10-07,"コンビニウェア・日用品","靴下",9902949,1,380,380
142446,2025-10-07,"飲料・お酒","清涼飲料",9900200,3,598,1794
142446,2025-10-07,"日配品・冷凍食品","カップアイス",9901501,3,867,2601
142446,2025-10-07,"コンビニウェア・日用品","靴下",9906125,2,343,686
142446,2025-10-07,"コンビニウェア・日用品","靴下",9900198,1,398,398
142448,2025-10-07,"ホットスナック","中華まん",9904289,4,250,1000
142448,2025-10-07,"コンビニウェア・日用品","靴下",9900172,1,388,388
142473,2025-10-07,"コンビニウェア・日用品","靴下",9900208,2,198,396
142485,2025-10-07,"飲料・お酒","清涼飲料",9907206,1,140,140
142485,2025-10-07,"飲料・お酒","清涼飲料",9907204,1,190,190
142485,2025-10-07,"パン・デザート","惣菜パン",9906227,1,550,550
142485,2025-10-07,"パン・デザート","シュークリーム",9902694,5,350,1750
142485,2025-10-07,"パン・デザート","プリン",9922042,1,173,173
142485,2025-10-07,"パン・デザート","ケーキ",9901010,1,123,123
142641,2025-10-07,"コーヒー","アイスコーヒー",9902926,1,199,199
142641,2025-10-07,"コーヒー","アイスコーヒー",9902929,1,199,199
142641,2025-10-07,"コンビニウェア・日用品","靴下",9900172,1,388,388
142641,2025-10-07,"日配品・冷凍食品","カップアイス",9900230,1,238,238
142759,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
142798,2025-10-07,"パン・デザート","シュークリーム",9900181,1,100,100
142798,2025-10-07,"コンビニウェア・日用品","靴下",9901265,1,201,201
142828,2025-10-07,"パン・デザート","タルト",9900220,1,102,102
142845,2025-10-07,"日配品・冷凍食品","カップアイス",9900229,1,550,550
142849,2025-10-07,"コンビニウェア・日用品","靴下",9900198,1,398,398
142865,2025-10-07,"飲料・お酒","缶コーヒー",9901537,5,313,1565
142865,2025-10-07,"お弁当・おむすび","直巻きおにぎり",9901224,1,700,700
142865,2025-10-07,"パン・デザート","シュークリーム",9900650,2,360,720
142890,2025-10-07,"日配品・冷凍食品","カップアイス",9900742,4,290,1160
142922,2025-10-07,"日配品・冷凍食品","カップアイス",9916408,1,128,128
142922,2025-10-07,"コンビニウェア・日用品","靴下",9900196,1,358,358
142971,2025-10-07,"日配品・冷凍食品","カップアイス",9903548,1,498,498
143031,2025-10-07,"ホットスナック","チキン",9905516,1,124,124
143031,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
143048,2025-10-07,"パン・デザート","タルト",9925267,1,138,138
143084,2025-10-07,"ホットスナック","チキン",9903772,1,106,106
143084,2025-10-07,"パン・デザート","ケーキ",9901650,3,690,2070
143084,2025-10-07,"パン・デザート","シュークリーム",9901527,3,398,1194
143123,2025-10-07,"日配品・冷凍食品","カップアイス",9900164,1,820,820
143162,2025-10-07,"日配品・冷凍食品","カップアイス",9906803,5,507,2535
143168,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9941167,2,500,1000
143168,2025-10-07,"コーヒー","ブレンドコーヒー",9907065,3,680,2040
143261,2025-10-07,"飲料・お酒","清涼飲料",9900299,1,180,180
143261,2025-10-07,"日配品・冷凍食品","カップアイス",9900219,1,169,169
143264,2025-10-07,"飲料・お酒","缶コーヒー",9906348,2,493,986
143264,2025-10-07,"パン・デザート","惣菜パン",9924624,1,220,220
143339,2025-10-07,"日配品・冷凍食品","カップアイス",9916455,1,390,390
143339,2025-10-07,"コンビニウェア・日用品","靴下",9912050,1,280,280
143355,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900508,1,137,137
143403,2025-10-07,"パン・デザート","惣菜パン",9907064,3,108,324
143426,2025-10-07,"パン・デザート","プリン",9909122,2,220,440
143426,2025-10-07,"パン・デザート","プリン",9904110,1,220,220
143493,2025-10-07,"パン・デザート","プリン",9920548,1,681,681
143493,2025-10-07,"パン・デザート","プリン",9920548,1,681,681
143501,2025-10-07,"パン・デザート","シュークリーム",9904081,5,148,740
143501,2025-10-07,"パン・デザート","シュークリーム",9926276,3,196,588
143501,2025-10-07,"パン・デザート","シュークリーム",9901357,3,199,597
143501,2025-10-07,"パン・デザート","シュークリーム",9908241,3,176,528
143511,2025-10-07,"パン・デザート","惣菜パン",9903416,2,128,256
143511,2025-10-07,"パン・デザート","タルト",9900220,9,102,918
143532,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900013,1,465,465
143532,2025-10-07,"日配品・冷凍食品","冷凍中華",9908689,2,229,458
143539,2025-10-07,"パン・デザート","どら焼き",9924883,1,463,463
143557,2025-10-07,"お弁当・おむすび","直巻きおにぎり",9901634,1,190,190
143638,2025-10-07,"ホットスナック","チキン",9910812,1,184,184
143638,2025-10-07,"パン・デザート","惣菜パン",9912551,5,218,1090
143638,2025-10-07,"コンビニウェア・日用品","靴下",9906384,3,880,2640
143677,2025-10-07,"飲料・お酒","チューハイ",9903202,1,339,339
143682,2025-10-07,"パン・デザート","パフェ",9900430,2,350,700
143763,2025-10-07,"コーヒー","アイスコーヒー",9900580,2,931,1862
143763,2025-10-07,"日配品・冷凍食品","カップアイス",9902968,1,100,100
143836,2025-10-07,"飲料・お酒","清涼飲料",9900920,1,148,148
143948,2025-10-07,"パン・デザート","サンドイッチ",9900277,2,830,1660
143959,2025-10-07,"コーヒー","アイスコーヒー",9900450,2,47,94
144088,2025-10-07,"パン・デザート","シュークリーム",9900227,5,650,3250
144088,2025-10-07,"日配品・冷凍食品","カップアイス",9901528,2,860,1720
144088,2025-10-07,"日配品・冷凍食品","カップアイス",9903179,1,134,134
144088,2025-10-07,"コーヒー","ブレンドコーヒー",9900958,1,627,627
144097,2025-10-07,"飲料・お酒","清涼飲料",9918222,1,244,244
144097,2025-10-07,"パン・デザート","惣菜パン",9904683,1,500,500
144106,2025-10-07,"飲料・お酒","清涼飲料",9909977,1,548,548
144106,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9910946,1,110,110
144106,2025-10-07,"パン・デザート","プリン",9901951,1,148,148
144106,2025-10-07,"日配品・冷凍食品","カップアイス",9900554,3,429,1287
144106,2025-10-07,"コンビニウェア・日用品","靴下",9900208,1,198,198
144120,2025-10-07,"コーヒー","ブレンドコーヒー",9920262,2,505,1010
144120,2025-10-07,"コンビニウェア・日用品","ノート",9942729,1,171,171
144161,2025-10-07,"コンビニウェア・日用品","靴下",9900208,2,198,396
144184,2025-10-07,"パン・デザート","プリン",9901147,1,140,140
144199,2025-10-07,"飲料・お酒","ワイン",9902062,1,388,388
144199,2025-10-07,"パン・デザート","惣菜パン",9906381,1,65,65
144199,2025-10-07,"日配品・冷凍食品","カップアイス",9900219,1,169,169
144199,2025-10-07,"日配品・冷凍食品","カップアイス",9901646,1,129,129
144239,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900503,1,165,165
144314,2025-10-07,"お弁当・おむすび","惣菜おにぎり",9901312,5,923,4615
144337,2025-10-07,"パン・デザート","ケーキ",9900946,5,105,525
144337,2025-10-07,"日配品・冷凍食品","カップアイス",9900388,1,169,169
144403,2025-10-07,"飲料・お酒","清涼飲料",9901519,1,231,231
144464,2025-10-07,"コーヒー","アイスコーヒー",9900958,1,627,627
144521,2025-10-07,"パン・デザート","プリン",9901147,2,140,280
144521,2025-10-07,"コーヒー","アイスコーヒー",9900232,1,220,220
144521,2025-10-07,"コーヒー","アイスコーヒー",9901272,1,183,183
144523,2025-10-07,"お弁当・おむすび","定番弁当",9910433,1,210,210
144523,2025-10-07,"お弁当・おむすび","定番弁当",9902281,2,180,360
144523,2025-10-07,"パン・デザート","パフェ",9937044,2,112,224
144523,2025-10-07,"パン・デザート","タルト",9902471,2,820,1640
144523,2025-10-07,"コンビニウェア・日用品","靴下",9906637,1,554,554
144523,2025-10-07,"コンビニウェア・日用品","靴下",9902713,2,204,408
144573,2025-10-07,"パン・デザート","パフェ",9915319,1,348,348
144573,2025-10-07,"コンビニウェア・日用品","靴下",9913978,1,246,246
144573,2025-10-07,"コンビニウェア・日用品","靴下",9913977,1,175,175
144578,2025-10-07,"コンビニウェア・日用品","除菌グッズ",9901232,1,869,869
144578,2025-10-07,"コンビニウェア・日用品","除菌グッズ",9902098,2,249,498
144617,2025-10-07,"飲料・お酒","缶ビール",9903593,1,105,105
144617,2025-10-07,"パン・デザート","プリン",9918771,1,207,207
144617,2025-10-07,"パン・デザート","プリン",9925962,1,225,225
144708,2025-10-07,"飲料・お酒","チューハイ",9906495,1,138,138
144708,2025-10-07,"日配品・冷凍食品","冷凍野菜・フルーツ",9901041,1,137,137
144725,2025-10-07,"パン・デザート","パフェ",9903596,1,174,174
144725,2025-10-07,"コーヒー","ブレンドコーヒー",9903375,3,480,1440
144736,2025-10-07,"日配品・冷凍食品","カップアイス",9905746,1,409,409
144846,2025-10-07,"ホットスナック","チキン",9900654,3,149,447
144876,2025-10-07,"飲料・お酒","缶ビール",9906525,1,135,135
144876,2025-10-07,"コーヒー","アイスコーヒー",9901276,1,229,229
144876,2025-10-07,"パン・デザート","プリン",9900189,6,288,1728
144876,2025-10-07,"コーヒー","アイスコーヒー",9901273,1,342,342
144876,2025-10-07,"コーヒー","アイスコーヒー",9903322,3,136,408
144907,2025-10-07,"パン・デザート","惣菜パン",9909650,3,339,1017
144907,2025-10-07,"パン・デザート","惣菜パン",9907991,3,398,1194
144942,2025-10-07,"日配品・冷凍食品","カップアイス",9900318,1,94,94
144943,2025-10-07,"コーヒー","アイスコーヒー",9902878,1,196,196
144943,2025-10-07,"日配品・冷凍食品","カップアイス",9901059,3,464,1392
144948,2025-10-07,"飲料・お酒","缶ビール",9900980,1,230,230
144948,2025-10-07,"飲料・お酒","缶ビール",9900350,1,243,243
144948,2025-10-07,"飲料・お酒","缶ビール",9907210,1,191,191
144977,2025-10-07,"飲料・お酒","清涼飲料",9900416,2,480,960
144977,2025-10-07,"パン・デザート","惣菜パン",9909359,3,304,912
145005,2025-10-07,"飲料・お酒","ワイン",9913214,6,117,702
145005,2025-10-07,"飲料・お酒","ワイン",9944092,1,133,133
145005,2025-10-07,"日配品・冷凍食品","カップアイス",9905366,1,184,184
145027,2025-10-07,"パン・デザート","シュークリーム",9900227,4,650,2600
145027,2025-10-07,"コーヒー","アイスコーヒー",9900699,5,627,3135
145033,2025-10-07,"ホットスナック","チキン",9904286,2,353,706
145033,2025-10-07,"コーヒー","ブレンドコーヒー",9904150,1,313,313
145033,2025-10-07,"コーヒー","ブレンドコーヒー",9905504,1,180,180
145052,2025-10-07,"パン・デザート","タルト",9902900,1,315,315
145052,2025-10-07,"パン・デザート","ケーキ",9944151,1,300,300
145052,2025-10-07,"日配品・冷凍食品","カップアイス",9900229,1,550,550
145068,2025-10-07,"パン・デザート","パフェ",9900449,2,320,640
145068,2025-10-07,"パン・デザート","シュークリーム",9900226,5,220,1100
145128,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900847,1,450,450
145128,2025-10-07,"コーヒー","ブレンドコーヒー",9900411,1,124,124
145128,2025-10-07,"コンビニウェア・日用品","靴下",9900198,1,398,398
145144,2025-10-07,"飲料・お酒","清涼飲料",9901155,2,180,360
145164,2025-10-07,"日配品・冷凍食品","カップアイス",9914620,1,492,492
145246,2025-10-07,"パン・デザート","ケーキ",9901011,1,199,199
145246,2025-10-07,"パン・デザート","ケーキ",9901010,1,123,123
145395,2025-10-07,"お弁当・おむすび","惣菜おにぎり",9900755,1,100,100
145395,2025-10-07,"日配品・冷凍食品","カップアイス",9903410,5,238,1190
145395,2025-10-07,"日配品・冷凍食品","カップアイス",9900079,1,330,330
145487,2025-10-07,"飲料・お酒","チューハイ",9907366,1,228,228
145498,2025-10-07,"ホットスナック","チキン",9900655,1,431,431
145498,2025-10-07,"飲料・お酒","缶コーヒー",9900007,1,69,69
145498,2025-10-07,"コンビニウェア・日用品","靴下",9910710,1,294,294
145514,2025-10-07,"パン・デザート","パフェ",9901844,5,400,2000
145514,2025-10-07,"コンビニウェア・日用品","靴下",9915740,5,181,905
145514,2025-10-07,"コンビニウェア・日用品","靴下",9900966,6,280,1680
145541,2025-10-07,"パン・デザート","サンドイッチ",9901967,2,730,1460
145541,2025-10-07,"パン・デザート","惣菜パン",9915500,2,877,1754
145556,2025-10-07,"お弁当・おむすび","ガツうまおにぎり",9900508,2,137,274
145584,2025-10-07,"コンビニウェア・日用品","靴下",9900198,1,398,398
145650,2025-10-07,"飲料・お酒","ハイボール",9944894,1,288,288
145650,2025-10-07,"パン・デザート","シュークリーム",9912594,1,135,135
145650,2025-10-07,"コンビニウェア・日用品","靴下",9900986,1,255,255
145676,2025-10-07,"パン・デザート","シュークリーム",9905201,1,164,164
145676,2025-10-07,"パン・デザート","シュークリーム",9931595,1,210,210
145687,2025-10-07,"日配品・冷凍食品","カップアイス",9913260,1,196,196
145719,2025-10-07,"パン・デザート","シュークリーム",9900227,5,650,3250
145755,2025-10-07,"飲料・お酒","ワイン",9902043,2,943,1886
145755,2025-10-07,"飲料・お酒","ワイン",9914571,3,458,1374
145816,2025-10-07,"日配品・冷凍食品","カップアイス",9900388,2,169,338
145816,2025-10-07,"コンビニウェア・日用品","靴下",9900171,7,159,1113
145816,2025-10-07,"コンビニウェア・日用品","靴下",9900198,3,398,1194
145916,2025-10-07,"コーヒー","ブレンドコーヒー",9904756,5,409,2045
145970,2025-10-07,"お弁当・おむすび","直巻きおにぎり",9901586,4,413,1652
145970,2025-10-07,"飲料・お酒","缶ビール",9913835,1,738,738
145970,2025-10-07,"飲料・お酒","缶ビール",9909864,1,190,190
145970,2025-10-07,"飲料・お酒","清涼飲料",9900496,2,894,1788
150054,2025-10-07,"ホットスナック","チキン",9900840,1,418,418
150064,2025-10-07,"コンビニウェア・日用品","靴下",9904138,2,569,1138
150064,2025-10-07,"日配品・冷凍食品","カップアイス",9902239,1,366,366
150111,2025-10-07,"お弁当・おむすび","定番弁当",9902270,1,526,526
150111,2025-10-07,"お弁当・おむすび","定番弁当",9936420,1,438,438
150111,2025-10-07,"お弁当・おむすび","定番弁当",9902296,1,438,438
150111,2025-10-07,"お弁当・おむすび","定番弁当",9938028,1,438,438
150111,2025-10-07,"お弁当・おむすび","定番弁当",9902328,1,438,438
150111,2025-10-07,"飲料・お酒","チューハイ",9912223,1,380,380
150111,2025-10-07,"お弁当・おむすび","定番弁当",9902304,1,423,423
150111,2025-10-07,"飲料・お酒","チューハイ",9925293,2,213,426
150111,2025-10-07,"飲料・お酒","チューハイ",9907087,2,380,760
150111,2025-10-07,"お弁当・おむすび","定番弁当",9902301,1,423,423
150217,2025-10-07,"飲料・お酒","清涼飲料",9900200,2,598,1196
150217,2025-10-07,"コーヒー","ブレンドコーヒー",9901959,1,271,271
150303,2025-10-07,"お弁当・おむすび","直巻きおにぎり",9902022,6,388,2328
150303,2025-10-07,"飲料・お酒","チューハイ",9904461,5,291,1455
150328,2025-10-07,"ホットスナック","チキン",9913498,1,250,250
150328,2025-10-07,"コンビニウェア・日用品","靴下",9905029,6,640,3840
150368,2025-10-07,"ホットスナック","チキン",9900654,1,149,149
150368,2025-10-07,"コンビニウェア・日用品","靴下",9900172,1,388,388
150415,2025-10-07,"日配品・冷凍食品","カップアイス",9902717,1,184,184
150415,2025-10-07,"日配品・冷凍食品","カップアイス",9915206,2,184,368
150415,2025-10-07,"日配品・冷凍食品","カップアイス",9915207,2,184,368
150418,2025-10-07,"日配品・冷凍食品","カップアイス",9900318,2,94,188
150418,2025-10-07,"コンビニウェア・日用品","靴下",9900172,1,388,388
150507,2025-10-07,"パン・デザート","サンドイッチ",9911717,1,157,157
150544,2025-10-07,"コンビニウェア・日用品","靴下",9901266,1,114,114
150587,2025-10-07,"コンビニウェア・日用品","傘",9906923,1,270,270
150587,2025-10-07,"コンビニウェア・日用品","傘",9905325,5,111,555
150587,2025-10-07,"コンビニウェア・日用品","傘",9916871,2,756,1512
150587,2025-10-07,"コンビニウェア・日用品","傘",9906928,6,315,1890
150587,2025-10-07,"コンビニウェア・日用品","傘",9906917,6,238,1428
150608,2025-10-07,"パン・デザート","プリン",9903093,1,550,550
150656,2025-10-07,"ホットスナック","チキン",9910289,8,266,2128
150682,2025-10-07,"日配品・冷凍食品","カップアイス",9900230,1,238,238
150682,2025-10-07,"日配品・冷凍食品","カップアイス",9901779,1,238,238
150692,2025-10-07,"日配品・冷凍食品","カップアイス",9900318,1,94,94
150725,2025-10-07,"パン・デザート","パフェ",9902991,1,240,240
150725,2025-10-07,"日配品・冷凍食品","カップアイス",9903467,1,168,168
150750,2025-10-07,"ホットスナック","チキン",9900770,6,440,2640
150750,2025-10-07,"コンビニウェア・日用品","靴下",9900382,5,249,1245
150750,2025-10-07,"コンビニウェア・日用品","靴下",9900594,1,249,249
150750,2025-10-07,"コンビニウェア・日用品","靴下",9900369,1,249,249
150750,2025-10-07,"コンビニウェア・日用品","靴下",9900306,1,249,249
150780,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
150800,2025-10-07,"飲料・お酒","清涼飲料",9900200,2,598,1196
150800,2025-10-07,"飲料・お酒","清涼飲料",9900475,1,290,290
150891,2025-10-07,"パン・デザート","ケーキ",9901010,1,123,123
150891,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
150939,2025-10-07,"飲料・お酒","ハイボール",9915272,8,292,2336
150981,2025-10-07,"パン・デザート","どら焼き",9917732,3,108,324
151009,2025-10-07,"飲料・お酒","清涼飲料",9900200,6,598,3588
151009,2025-10-07,"コンビニウェア・日用品","靴下",9904136,1,196,196
151028,2025-10-07,"ホットスナック","チキン",9900770,7,440,3080
151028,2025-10-07,"コーヒー","ブレンドコーヒー",9900232,1,220,220
151050,2025-10-07,"コーヒー","アイスコーヒー",9900450,2,47,94
151105,2025-10-07,"パン・デザート","惣菜パン",9900491,1,135,135
151108,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
151108,2025-10-07,"コンビニウェア・日用品","靴下",9900172,1,388,388
151121,2025-10-07,"お弁当・おむすび","定番弁当",9908464,2,307,614
151121,2025-10-07,"パン・デザート","シュークリーム",9900227,2,650,1300
151121,2025-10-07,"コンビニウェア・日用品","除菌グッズ",9918405,1,307,307
151229,2025-10-07,"コーヒー","ブレンドコーヒー",9900700,1,210,210
151285,2025-10-07,"コーヒー","アイスコーヒー",9900450,2,47,94
151313,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
151316,2025-10-07,"コンビニウェア・日用品","靴下",9900171,1,159,159
151354,2025-10-07,"飲料・お酒","清涼飲料",9900203,5,400,2000
151354,2025-10-07,"飲料・お酒","清涼飲料",9900204,5,400,2000
151373,2025-10-07,"飲料・お酒","清涼飲料",9900724,1,323,323
151401,2025-10-07,"飲料・お酒","缶ビール",9903112,1,307,307
151401,2025-10-07,"パン・デザート","プリン",9908904,1,883,883
151401,2025-10-07,"コーヒー","アイスコーヒー",9938725,1,328,328
151401,2025-10-07,"日配品・冷凍食品","カップアイス",9900882,1,256,256
151471,2025-10-07,"コンビニウェア・日用品","靴下",9900208,2,198,396
151511,2025-10-07,"飲料・お酒","チューハイ",9906958,1,270,270
151511,2025-10-07,"パン・デザート","プリン",9900524,6,590,3540
151511,2025-10-07,"コンビニウェア・日用品","靴下",9918767,3,750,2250
151516,2025-10-07,"コーヒー","ブレンドコーヒー",9900177,5,600,3000
151528,2025-10-07,"飲料・お酒","チューハイ",9932077,2,100,200
151529,2025-10-07,"パン・デザート","サンドイッチ",9937331,1,101,101
151529,2025-10-07,"パン・デザート","サンドイッチ",9908035,1,502,502
151562,2025-10-07,"コーヒー","ブレンドコーヒー",9905426,1,325,325
151592,2025-10-07,"パン・デザート","どら焼き",9923083,1,789,789
151659,2025-10-07,"お弁当・おむすび","惣菜おにぎり",9902316,1,169,169
151680,2025-10-07,"パン・デザート","シュークリーム",9900227,2,650,1300
151731,2025-10-07,"飲料・お酒","清涼飲料",9900416,1,480,480
151731,2025-10-07,"コンビニウェア・日用品","靴下",9902837,2,169,338
