顧客ID,DATE,大分類,中分類,商品コード,数量,単価,小計
141036,2025-10-02,"コンビニウェア・日用品","靴下",9907388,1,270,270
141104,2025-10-02,"日配品・冷凍食品","バーアイス",9938972,2,110,220
141147,2025-10-02,"コーヒー","ブレンドコーヒー",9904119,1,769,769
141210,2025-10-02,"お弁当・おむすび","ボリューム丼",9904312,2,640,1280
141211,2025-10-02,"飲料・お酒","チューハイ",9913815,1,124,124
141211,2025-10-02,"コーヒー","ブレンドコーヒー",9939072,1,365,365
141212,2025-10-02,"飲料・お酒","清涼飲料",9900299,1,180,180
141212,2025-10-02,"飲料・お酒","清涼飲料",9915900,1,354,354
141212,2025-10-02,"パン・デザート","惣菜パン",9904635,1,616,616
141212,2025-10-02,"コンビニウェア・日用品","靴下",9907137,2,270,540
141241,2025-10-02,"飲料・お酒","缶ビール",9939080,1,129,129
141285,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
141306,2025-10-02,"お弁当・おむすび","惣菜おにぎり",9911954,2,624,1248
141306,2025-10-02,"コーヒー","ブレンドコーヒー",9904974,1,124,124
141354,2025-10-02,"飲料・お酒","缶コーヒー",9901537,4,313,1252
141365,2025-10-02,"お弁当・おむすび","直巻きおにぎり",9901224,1,700,700
141365,2025-10-02,"飲料・お酒","ワイン",9939246,1,136,136
141429,2025-10-02,"コンビニウェア・日用品","靴下",9900172,1,398,398
141478,2025-10-02,"コーヒー","アイスコーヒー",9900954,1,147,147
141478,2025-10-02,"コンビニウェア・日用品","靴下",9900208,1,178,178
141502,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
141516,2025-10-02,"コンビニウェア・日用品","靴下",9900358,1,178,178
141516,2025-10-02,"コーヒー","ブレンドコーヒー",9900177,2,600,1200
141517,2025-10-02,"お弁当・おむすび","ボリューム丼",9919247,3,690,2070
141517,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
141534,2025-10-02,"お弁当・おむすび","定番弁当",9901218,1,397,397
141534,2025-10-02,"パン・デザート","どら焼き",9933786,1,405,405
141609,2025-10-02,"パン・デザート","ホットドッグ",9921835,2,123,246
141609,2025-10-02,"コンビニウェア・日用品","靴下",9913924,2,219,438
141623,2025-10-02,"日配品・冷凍食品","カップアイス",9904217,1,469,469
141623,2025-10-02,"日配品・冷凍食品","カップアイス",9901593,5,718,3590
141623,2025-10-02,"日配品・冷凍食品","カップアイス",9901592,1,915,915
141623,2025-10-02,"日配品・冷凍食品","カップアイス",9903550,5,457,2285
141657,2025-10-02,"パン・デザート","プリン",9936697,1,426,426
141657,2025-10-02,"パン・デザート","プリン",9936691,1,166,166
141731,2025-10-02,"コンビニウェア・日用品","靴下",9900208,2,178,356
141789,2025-10-02,"お弁当・おむすび","ガツうまおにぎり",9900847,7,450,3150
142003,2025-10-02,"飲料・お酒","ハイボール",9911949,1,120,120
142003,2025-10-02,"飲料・お酒","ハイボール",9919429,4,323,1292
142003,2025-10-02,"飲料・お酒","ハイボール",9921600,4,263,1052
142003,2025-10-02,"コーヒー","ブレンドコーヒー",9907850,1,254,254
142003,2025-10-02,"日配品・冷凍食品","カップアイス",9939876,1,631,631
142003,2025-10-02,"日配品・冷凍食品","冷凍野菜・フルーツ",9939873,1,109,109
142003,2025-10-02,"コーヒー","ブレンドコーヒー",9905205,2,171,342
142012,2025-10-02,"パン・デザート","プリン",9903093,7,550,3850
142012,2025-10-02,"コンビニウェア・日用品","靴下",9900196,1,398,398
142091,2025-10-02,"日配品・冷凍食品","冷凍スイーツ",9916389,2,274,548
142091,2025-10-02,"コンビニウェア・日用品","ノート",9912727,2,333,666
142091,2025-10-02,"コンビニウェア・日用品","ノート",9900385,2,108,216
142109,2025-10-02,"パン・デザート","惣菜パン",9928738,2,560,1120
142109,2025-10-02,"日配品・冷凍食品","カップアイス",9908279,5,247,1235
142245,2025-10-02,"パン・デザート","プリン",9919861,1,872,872
142279,2025-10-02,"パン・デザート","ケーキ",9940137,1,128,128
142279,2025-10-02,"日配品・冷凍食品","バナナ",9923281,1,293,293
142279,2025-10-02,"日配品・冷凍食品","冷凍中華",9917047,1,224,224
142279,2025-10-02,"日配品・冷凍食品","冷凍中華",9940125,1,256,256
142284,2025-10-02,"コーヒー","アイスコーヒー",9904394,6,398,2388
142310,2025-10-02,"パン・デザート","パフェ",9901455,1,139,139
142314,2025-10-02,"パン・デザート","惣菜パン",9900895,3,480,1440
142314,2025-10-02,"パン・デザート","シュークリーム",9900650,1,360,360
142321,2025-10-02,"パン・デザート","パフェ",9900449,1,300,300
142326,2025-10-02,"飲料・お酒","チューハイ",9916764,4,223,892
142326,2025-10-02,"飲料・お酒","チューハイ",9924909,4,153,612
142389,2025-10-02,"パン・デザート","惣菜パン",9904309,1,120,120
142389,2025-10-02,"パン・デザート","どら焼き",9913533,1,230,230
142433,2025-10-02,"飲料・お酒","チューハイ",9903671,2,183,366
142433,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
142437,2025-10-02,"飲料・お酒","清涼飲料",9900295,1,190,190
142437,2025-10-02,"パン・デザート","パフェ",9900607,1,320,320
142437,2025-10-02,"パン・デザート","惣菜パン",9900491,1,135,135
142460,2025-10-02,"パン・デザート","ケーキ",9900792,1,203,203
142460,2025-10-02,"コーヒー","ブレンドコーヒー",9910495,2,650,1300
142460,2025-10-02,"日配品・冷凍食品","カップアイス",9902661,1,226,226
142460,2025-10-02,"コンビニウェア・日用品","靴下",9904914,1,131,131
142460,2025-10-02,"コンビニウェア・日用品","靴下",9913928,1,131,131
142462,2025-10-02,"コンビニウェア・日用品","靴下",9900172,2,398,796
142485,2025-10-02,"コンビニウェア・日用品","靴下",9913680,1,253,253
142535,2025-10-02,"コーヒー","アイスカフェラテ",9908154,2,410,820
142573,2025-10-02,"パン・デザート","プリン",9900189,1,298,298
142606,2025-10-02,"コンビニウェア・日用品","除菌グッズ",9901009,2,890,1780
142645,2025-10-02,"コンビニウェア・日用品","靴下",9900208,2,178,356
142711,2025-10-02,"日配品・冷凍食品","カップアイス",9900318,1,94,94
142841,2025-10-02,"コーヒー","アイスコーヒー",9918584,1,350,350
142841,2025-10-02,"パン・デザート","どら焼き",9940737,1,190,190
142841,2025-10-02,"パン・デザート","どら焼き",9915629,1,970,970
142920,2025-10-02,"コンビニウェア・日用品","靴下",9907647,2,183,366
142920,2025-10-02,"コンビニウェア・日用品","靴下",9918464,4,446,1784
142924,2025-10-02,"飲料・お酒","清涼飲料",9901294,1,225,225
142924,2025-10-02,"パン・デザート","タルト",9900220,3,102,306
142931,2025-10-02,"飲料・お酒","清涼飲料",9901490,5,806,4030
142931,2025-10-02,"パン・デザート","ケーキ",9906677,2,150,300
142958,2025-10-02,"飲料・お酒","ハイボール",9919955,1,107,107
142958,2025-10-02,"コンビニウェア・日用品","靴下",9901919,1,115,115
142958,2025-10-02,"コンビニウェア・日用品","靴下",9900343,1,347,347
142975,2025-10-02,"パン・デザート","タルト",9900220,1,102,102
143022,2025-10-02,"ホットスナック","中華まん",9903775,1,406,406
143039,2025-10-02,"飲料・お酒","清涼飲料",9900294,1,775,775
143039,2025-10-02,"パン・デザート","惣菜パン",9917651,1,250,250
143087,2025-10-02,"コンビニウェア・日用品","靴下",9900208,5,178,890
143096,2025-10-02,"コーヒー","アイスコーヒー",9900236,1,128,128
143096,2025-10-02,"パン・デザート","パフェ",9900327,1,100,100
143096,2025-10-02,"パン・デザート","パフェ",9902699,1,100,100
143120,2025-10-02,"日配品・冷凍食品","カップアイス",9900174,1,289,289
143120,2025-10-02,"日配品・冷凍食品","カップアイス",9941111,1,731,731
143120,2025-10-02,"日配品・冷凍食品","カップアイス",9900389,1,289,289
143122,2025-10-02,"飲料・お酒","缶コーヒー",9915914,3,708,2124
143122,2025-10-02,"パン・デザート","プリン",9905882,1,230,230
143185,2025-10-02,"パン・デザート","シュークリーム",9900217,1,698,698
143185,2025-10-02,"コンビニウェア・日用品","靴下",9900208,1,178,178
143246,2025-10-02,"飲料・お酒","缶コーヒー",9901250,2,238,476
143246,2025-10-02,"コンビニウェア・日用品","靴下",9902973,5,730,3650
143246,2025-10-02,"コンビニウェア・日用品","靴下",9900935,5,730,3650
143265,2025-10-02,"飲料・お酒","清涼飲料",9905932,1,323,323
143265,2025-10-02,"日配品・冷凍食品","冷凍野菜・フルーツ",9910813,1,530,530
143345,2025-10-02,"コンビニウェア・日用品","靴下",9911138,1,277,277
143361,2025-10-02,"コーヒー","アイスコーヒー",9928649,5,542,2710
143361,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
143363,2025-10-02,"お弁当・おむすび","惣菜おにぎり",9908840,3,394,1182
143363,2025-10-02,"コーヒー","アイスコーヒー",9900167,1,205,205
143363,2025-10-02,"コーヒー","アイスコーヒー",9900168,1,111,111
143373,2025-10-02,"コンビニウェア・日用品","靴下",9900208,2,178,356
143373,2025-10-02,"コンビニウェア・日用品","靴下",9902941,1,138,138
143403,2025-10-02,"パン・デザート","パフェ",9902991,1,198,198
143436,2025-10-02,"コーヒー","アイスカフェラテ",9905619,1,346,346
143436,2025-10-02,"コンビニウェア・日用品","靴下",9900172,1,398,398
143444,2025-10-02,"飲料・お酒","チューハイ",9905558,2,142,284
143444,2025-10-02,"パン・デザート","タルト",9900577,4,390,1560
143444,2025-10-02,"コーヒー","ブレンドコーヒー",9903711,2,850,1700
143461,2025-10-02,"飲料・お酒","清涼飲料",9904985,6,101,606
143461,2025-10-02,"パン・デザート","菓子パン",9941681,1,405,405
143461,2025-10-02,"コンビニウェア・日用品","靴下",9900643,5,110,550
143467,2025-10-02,"コーヒー","アイスコーヒー",9925661,1,262,262
143467,2025-10-02,"日配品・冷凍食品","冷凍野菜・フルーツ",9916962,1,611,611
143501,2025-10-02,"お弁当・おむすび","惣菜おにぎり",9922971,1,527,527
143501,2025-10-02,"日配品・冷凍食品","カップアイス",9919014,1,900,900
143530,2025-10-02,"パン・デザート","サンドイッチ",9916199,1,127,127
143539,2025-10-02,"飲料・お酒","清涼飲料",9919535,1,658,658
143539,2025-10-02,"パン・デザート","惣菜パン",9904113,5,370,1850
143563,2025-10-02,"飲料・お酒","缶ビール",9907960,1,146,146
143563,2025-10-02,"ホットスナック","チキン",9900822,5,583,2915
143566,2025-10-02,"飲料・お酒","清涼飲料",9900250,1,400,400
143613,2025-10-02,"パン・デザート","ケーキ",9923787,1,137,137
143613,2025-10-02,"日配品・冷凍食品","冷凍スイーツ",9941886,1,799,799
143657,2025-10-02,"飲料・お酒","ワイン",9902043,6,943,5658
143657,2025-10-02,"飲料・お酒","ワイン",9912976,6,104,624
143689,2025-10-02,"飲料・お酒","清涼飲料",9909750,3,394,1182
143689,2025-10-02,"お弁当・おむすび","惣菜おにぎり",9941986,1,468,468
143689,2025-10-02,"お弁当・おむすび","惣菜おにぎり",9933062,1,416,416
143689,2025-10-02,"飲料・お酒","清涼飲料",9916766,6,260,1560
143689,2025-10-02,"パン・デザート","サンドイッチ",9900769,2,102,204
143702,2025-10-02,"飲料・お酒","清涼飲料",9902390,1,931,931
143789,2025-10-02,"ホットスナック","チキン",9900843,6,627,3762
143789,2025-10-02,"飲料・お酒","ワイン",9903769,2,685,1370
143789,2025-10-02,"コンビニウェア・日用品","靴下",9900644,6,460,2760
143853,2025-10-02,"パン・デザート","惣菜パン",9942247,1,126,126
143853,2025-10-02,"日配品・冷凍食品","冷凍おかず",9942245,1,153,153
143872,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
143950,2025-10-02,"パン・デザート","ケーキ",9900946,1,105,105
143950,2025-10-02,"パン・デザート","シュークリーム",9902513,1,220,220
143953,2025-10-02,"コンビニウェア・日用品","靴下",9905216,1,125,125
143953,2025-10-02,"コンビニウェア・日用品","靴下",9900172,1,398,398
143953,2025-10-02,"コンビニウェア・日用品","靴下",9900208,5,178,890
143953,2025-10-02,"コンビニウェア・日用品","靴下",9900196,3,398,1194
143953,2025-10-02,"コンビニウェア・日用品","靴下",9900643,1,110,110
143958,2025-10-02,"飲料・お酒","清涼飲料",9900841,1,150,150
143958,2025-10-02,"パン・デザート","パフェ",9916627,3,158,474
143958,2025-10-02,"コーヒー","ブレンドコーヒー",9903285,1,104,104
143958,2025-10-02,"コーヒー","ブレンドコーヒー",9900451,2,44,88
143958,2025-10-02,"コンビニウェア・日用品","靴下",9941474,2,506,1012
144018,2025-10-02,"お弁当・おむすび","定番弁当",9903059,1,450,450
144018,2025-10-02,"パン・デザート","どら焼き",9915606,4,110,440
144018,2025-10-02,"コーヒー","ブレンドコーヒー",9900763,2,114,228
144026,2025-10-02,"パン・デザート","惣菜パン",9921111,1,823,823
144028,2025-10-02,"コンビニウェア・日用品","除菌グッズ",9900362,4,180,720
144032,2025-10-02,"ホットスナック","チキン",9901016,1,412,412
144216,2025-10-02,"ホットスナック","チキン",9900655,1,431,431
144216,2025-10-02,"パン・デザート","パフェ",9900707,1,297,297
144216,2025-10-02,"コンビニウェア・日用品","靴下",9902342,1,233,233
144285,2025-10-02,"コンビニウェア・日用品","靴下",9902841,1,354,354
144389,2025-10-02,"飲料・お酒","清涼飲料",9900204,1,615,615
144389,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
144389,2025-10-02,"コンビニウェア・日用品","靴下",9900208,2,178,356
144463,2025-10-02,"パン・デザート","ケーキ",9901083,2,164,328
144527,2025-10-02,"コーヒー","アイスコーヒー",9901451,2,180,360
144527,2025-10-02,"パン・デザート","ケーキ",9905999,1,933,933
144527,2025-10-02,"パン・デザート","サンドイッチ",9911717,1,157,157
144560,2025-10-02,"飲料・お酒","フレーバーティー",9943508,1,225,225
144560,2025-10-02,"お弁当・おむすび","ガツうまおにぎり",9917681,4,500,2000
144560,2025-10-02,"お弁当・おむすび","ガツうまおにぎり",9905774,4,400,1600
144560,2025-10-02,"コーヒー","アイスコーヒー",9903448,1,123,123
144560,2025-10-02,"コンビニウェア・日用品","靴下",9925367,1,440,440
144560,2025-10-02,"コンビニウェア・日用品","靴下",9908493,1,470,470
144560,2025-10-02,"コンビニウェア・日用品","靴下",9926435,1,417,417
144560,2025-10-02,"コンビニウェア・日用品","靴下",9943513,1,500,500
144571,2025-10-02,"パン・デザート","タルト",9905596,1,248,248
144587,2025-10-02,"コンビニウェア・日用品","靴下",9901543,1,495,495
144624,2025-10-02,"コンビニウェア・日用品","靴下",9902459,1,316,316
144721,2025-10-02,"コンビニウェア・日用品","靴下",9910287,1,178,178
144721,2025-10-02,"コンビニウェア・日用品","靴下",9902619,1,178,178
144725,2025-10-02,"パン・デザート","惣菜パン",9937857,1,235,235
144768,2025-10-02,"飲料・お酒","缶コーヒー",9910851,2,106,212
144768,2025-10-02,"飲料・お酒","缶コーヒー",9915976,2,157,314
144803,2025-10-02,"飲料・お酒","清涼飲料",9900841,1,215,215
144803,2025-10-02,"飲料・お酒","清涼飲料",9900303,1,387,387
144803,2025-10-02,"パン・デザート","シュークリーム",9916833,1,116,116
144803,2025-10-02,"コーヒー","アイスコーヒー",9912386,5,680,3400
144848,2025-10-02,"パン・デザート","パフェ",9903833,5,690,3450
144848,2025-10-02,"パン・デザート","パフェ",9903836,1,345,345
144848,2025-10-02,"コンビニウェア・日用品","靴下",9909901,2,126,252
144858,2025-10-02,"パン・デザート","惣菜パン",9900692,9,248,2232
144858,2025-10-02,"パン・デザート","パフェ",9902991,1,198,198
144858,2025-10-02,"コーヒー","ブレンドコーヒー",9904776,2,143,286
144858,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
144858,2025-10-02,"コンビニウェア・日用品","靴下",9900198,3,368,1104
144871,2025-10-02,"コーヒー","ブレンドコーヒー",9900330,9,180,1620
144871,2025-10-02,"コーヒー","ブレンドコーヒー",9904838,1,101,101
144892,2025-10-02,"飲料・お酒","チューハイ",9919538,2,211,422
144892,2025-10-02,"ホットスナック","チキン",9900207,2,985,1970
144892,2025-10-02,"パン・デザート","ケーキ",9904962,2,280,560
144892,2025-10-02,"パン・デザート","ケーキ",9903496,2,988,1976
144892,2025-10-02,"日配品・冷凍食品","カップアイス",9905315,1,525,525
144914,2025-10-02,"ホットスナック","中華まん",9906313,1,782,782
144914,2025-10-02,"ホットスナック","中華まん",9904007,1,757,757
144942,2025-10-02,"飲料・お酒","チューハイ",9904626,1,320,320
144942,2025-10-02,"コーヒー","アイスカフェラテ",9906301,1,79,79
144942,2025-10-02,"パン・デザート","パフェ",9910041,1,110,110
144977,2025-10-02,"パン・デザート","タルト",9909353,5,385,1925
144977,2025-10-02,"コーヒー","ブレンドコーヒー",9900520,1,120,120
145000,2025-10-02,"飲料・お酒","フレーバーティー",9901555,5,905,4525
145000,2025-10-02,"コーヒー","ブレンドコーヒー",9904119,1,769,769
145055,2025-10-02,"飲料・お酒","チューハイ",9900248,1,320,320
145055,2025-10-02,"ホットスナック","チキン",9904286,1,372,372
145055,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
145068,2025-10-02,"パン・デザート","シュークリーム",9900226,1,220,220
145068,2025-10-02,"日配品・冷凍食品","カップアイス",9909049,6,193,1158
145068,2025-10-02,"コーヒー","ブレンドコーヒー",9906232,5,790,3950
145068,2025-10-02,"コンビニウェア・日用品","靴下",9901144,1,178,178
145068,2025-10-02,"日配品・冷凍食品","カップアイス",9921555,3,203,609
145068,2025-10-02,"日配品・冷凍食品","カップアイス",9911766,3,193,579
145068,2025-10-02,"日配品・冷凍食品","カップアイス",9915205,5,203,1015
145095,2025-10-02,"コーヒー","アイスコーヒー",9911035,2,790,1580
145095,2025-10-02,"パン・デザート","惣菜パン",9904310,2,140,280
145117,2025-10-02,"パン・デザート","プリン",9907528,2,397,794
145117,2025-10-02,"パン・デザート","プリン",9907530,1,243,243
145117,2025-10-02,"日配品・冷凍食品","カップアイス",9900742,1,290,290
145117,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
145117,2025-10-02,"日配品・冷凍食品","カップアイス",9900219,2,169,338
145124,2025-10-02,"パン・デザート","ケーキ",9901010,2,123,246
145124,2025-10-02,"コーヒー","アイスカフェラテ",9900273,1,79,79
145124,2025-10-02,"コーヒー","アイスカフェラテ",9900272,1,99,99
145135,2025-10-02,"飲料・お酒","缶ビール",9910202,1,672,672
145144,2025-10-02,"コーヒー","ブレンドコーヒー",9901196,1,100,100
145206,2025-10-02,"コーヒー","ブレンドコーヒー",9900089,2,550,1100
145206,2025-10-02,"コーヒー","ブレンドコーヒー",9905693,1,287,287
145206,2025-10-02,"コンビニウェア・日用品","靴下",9900198,1,368,368
145209,2025-10-02,"パン・デザート","パフェ",9913937,1,272,272
145209,2025-10-02,"パン・デザート","パフェ",9926631,4,840,3360
145209,2025-10-02,"パン・デザート","パフェ",9901068,1,179,179
145209,2025-10-02,"コーヒー","ブレンドコーヒー",9905911,3,790,2370
145247,2025-10-02,"飲料・お酒","清涼飲料",9903336,1,107,107
145247,2025-10-02,"飲料・お酒","清涼飲料",9901830,1,590,590
145247,2025-10-02,"パン・デザート","惣菜パン",9903416,1,128,128
145247,2025-10-02,"コーヒー","アイスコーヒー",9903453,1,348,348
145276,2025-10-02,"コーヒー","ブレンドコーヒー",9900699,2,756,1512
145287,2025-10-02,"お弁当・おむすび","惣菜おにぎり",9903520,5,285,1425
145376,2025-10-02,"日配品・冷凍食品","冷凍野菜・フルーツ",9910628,1,482,482
145376,2025-10-02,"日配品・冷凍食品","冷凍野菜・フルーツ",9911956,2,417,834
145382,2025-10-02,"飲料・お酒","清涼飲料",9900250,1,400,400
145468,2025-10-02,"日配品・冷凍食品","バナナ",9915393,2,256,512
145468,2025-10-02,"コーヒー","ブレンドコーヒー",9901515,1,120,120
145468,2025-10-02,"日配品・冷凍食品","バナナ",9914153,2,169,338
145468,2025-10-02,"日配品・冷凍食品","バナナ",9915398,2,169,338
145468,2025-10-02,"コンビニウェア・日用品","靴下",9902747,1,117,117
145472,2025-10-02,"パン・デザート","惣菜パン",9906227,1,550,550
145529,2025-10-02,"コーヒー","ブレンドコーヒー",9900167,2,205,410
145530,2025-10-02,"コンビニウェア・日用品","靴下",9900208,2,178,356
145560,2025-10-02,"飲料・お酒","ハイボール",9908119,5,775,3875
145560,2025-10-02,"飲料・お酒","ハイボール",9914919,5,126,630
145560,2025-10-02,"コーヒー","アイスコーヒー",9900432,1,100,100
145570,2025-10-02,"お弁当・おむすび","ガツうまおにぎり",9900013,3,465,1395
145570,2025-10-02,"コーヒー","アイスコーヒー",9900168,2,111,222
145570,2025-10-02,"コンビニウェア・日用品","靴下",9900046,3,540,1620
145598,2025-10-02,"パン・デザート","シュークリーム",9900217,4,698,2792
145598,2025-10-02,"コーヒー","ブレンドコーヒー",9901072,4,259,1036
145598,2025-10-02,"コーヒー","ブレンドコーヒー",9904332,9,259,2331
145610,2025-10-02,"日配品・冷凍食品","カップアイス",9920227,1,425,425
145674,2025-10-02,"コーヒー","アイスコーヒー",9900177,3,600,1800
145674,2025-10-02,"パン・デザート","シュークリーム",9900227,2,820,1640
145747,2025-10-02,"日配品・冷凍食品","サラダチキン",9916855,8,333,2664
145747,2025-10-02,"日配品・冷凍食品","サラダチキン",9918462,1,226,226
145780,2025-10-02,"パン・デザート","タルト",9902977,5,153,765
145780,2025-10-02,"コンビニウェア・日用品","除菌グッズ",9900187,5,398,1990
145805,2025-10-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
145820,2025-10-02,"飲料・お酒","清涼飲料",9900841,1,150,150
145820,2025-10-02,"パン・デザート","パフェ",9902991,8,198,1584
145856,2025-10-02,"飲料・お酒","清涼飲料",9900294,4,775,3100
145856,2025-10-02,"コンビニウェア・日用品","靴下",9945217,5,253,1265
145859,2025-10-02,"お弁当・おむすび","いなり寿司",9945222,1,543,543
145859,2025-10-02,"コーヒー","アイスカフェラテ",9915409,2,524,1048
145859,2025-10-02,"コーヒー","ブレンドコーヒー",9927986,1,752,752
145974,2025-10-02,"パン・デザート","シュークリーム",9900650,1,360,360
150051,2025-10-02,"パン・デザート","パフェ",9900607,2,304,608
150067,2025-10-02,"コンビニウェア・日用品","靴下",9900011,1,306,306
150122,2025-10-02,"飲料・お酒","清涼飲料",9901556,1,385,385
150147,2025-10-02,"パン・デザート","シュークリーム",9900227,5,820,4100
150184,2025-10-02,"パン・デザート","シュークリーム",9910127,1,370,370
150184,2025-10-02,"日配品・冷凍食品","カップアイス",9907145,3,429,1287
